Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2011
3	41A	COLON	SALDAN	8.004
24	357	TOTORAL	SINSACATE	1.285
21	316D	SANTA MARIA	LA SERRANITA	307
1	14Q	CAPITAL	VILLA WARCALDE	883
21	316I	SANTA MARIA	VILLA LOS AROMOS	624
9	122	MARCOS JUAREZ	BARGE	143
1	11F	CAPITAL	LOS ROBLES	5.577
1	12A	CAPITAL	CARCANO	4.140
1	5C	CAPITAL	EMPALME	15.675
3	35A	COLON	MI GRANJA	736
3	38	COLON	SALSIPUEDES	6.767
12	151	PUNILLA	CHARBONIER	465
21	328B	SANTA MARIA	VILLA CIUDAD DE AMERICA	515
19	275A	SAN JAVIER	LOS CERRILLOS	1.580
1	14C	CAPITAL	ARGUELLO SEGUNDO	3.595
18	261A	SAN ALBERTO	SAN LORENZO	729
1	14A	CAPITAL	ARGUELLO NORTE	13.415
1	13G	CAPITAL	PARQUE LICEO	14.254
12	147	PUNILLA	BIALET MASSE	4.337
14	211	RIO PRIMERO	MONTE CRISTO	6.926
7	91C	ISCHILIN	VILLA GUTIERREZ	206
21	316C	SANTA MARIA	LA RANCHERITA	114
21	324	SANTA MARIA	FALDA DEL CARMEN	836
18	265C	SAN ALBERTO	SAUCE ARRIBA	606
4	54	CRUZ DEL EJE	SAN MARCOS SIERRAS	1.792
19	274A	SAN JAVIER	LA POBLACION	336
21	317	SANTA MARIA	BAJO CHICO	217
1	14E	CAPITAL	CERRO NORTE	5.084
2	15A	CALAMUCHITA	VILLA AMANCAY	420
2	24A	CALAMUCHITA	VILLA DEL DIQUE	2.600
1	14I	CAPITAL	SANTA CECILIA	3.935
2	20A	CALAMUCHITA	VILLA GENERAL BELGRANO	6.163
13	172	RIO CUARTO	HOLMBERG	3.768
20	295A	SAN JUSTO	TORO PUJIO	203
1	12H	CAPITAL	LOS CERVECEROS	8.095
4	44A	CRUZ DEL EJE	LAS PLAYAS	481
4	55A	CRUZ DEL EJE	LA BATEA	121
3	30	COLON	COLONIA TIROLESA	4.187
20	288A	SAN JUSTO	VILLA SAN ESTEBAN	127
2	26	CALAMUCHITA	SANTA ROSA	9.317
19	271	SAN JAVIER	LAS TAPIAS	1.223
10	138D	MINAS	TOSNO	154
3	41	COLON	VILLA ALLENDE	23.028
3	28	COLON	CALERA	14.177
1	5F	CAPITAL	RENACIMIENTO	3.635
24	352A	TOTORAL	LOS MISTOLES	118
13	179	RIO CUARTO	LAS HIGUERAS	5.073
15	227B	RIO SECO	CERRO COLORADO	279
26	372A	UNION	ANA ZUMARAN	126
12	152A	PUNILLA	VILLA GIARDINO	4.107
1	4C	CAPITAL	INAUDI	3.487
3	27	COLON	ASCOCHINGA	2.428
12	155	PUNILLA	SAN ESTEBAN	642
12	158	PUNILLA	TANTI	4.878
13	187	RIO CUARTO	PUEYRREDON	80
1	13K	CAPITAL	VILLA ESQUIU	1.644
21	331	SANTA MARIA	TOLEDO	3.480
1	8A	CAPITAL	PALMAR	3.327
1	14	CAPITAL	ARGUELLO	5.206
19	270	SAN JAVIER	LAS ROSAS	3.371
4	50A	CRUZ DEL EJE	LOS CHAÑARITOS	560
2	16A	CALAMUCHITA	VILLA LA MERCED	75
18	261	SAN ALBERTO	BROCHERO	4.740
21	330	SANTA MARIA	SAN ISIDRO	476
18	263E	SAN ALBERTO	LAS RABONAS	612
3	40	COLON	UNQUILLO	13.776
4	45	CRUZ DEL EJE	EL BRETE	924
3	37	COLON	RIO CEBALLOS	15.306
1	11G	CAPITAL	PARQUE REPUBLICA	10.748
19	272	SAN JAVIER	LOS HORNILLOS	903
6	73	GRAL SAN MARTIN	ARROYO ALGODON	1.124
1	11I	CAPITAL	RESIDENCIAL SAN ROQUE	12.552
2	24	CALAMUCHITA	RUMIPAL	2.041
1	10D	CAPITAL	CONGRESO	2.811
18	262	SAN ALBERTO	MINA CLAVERO	6.856
6	90	GRAL SAN MARTIN	VILLA NUEVA	14.162
18	263	SAN ALBERTO	NONO	1.985
21	319	SANTA MARIA	BOUWER	1.431
24	355	TOTORAL	SARMIENTO	905
1	12D	CAPITAL	JOSE IGNACIO DIAZ	21.122
13	178B	RIO CUARTO	VILLA EL CHACAY	85
26	401	UNION	SANTA MARIA	157
26	374	UNION	BALLESTEROS SUD	644
1	11	CAPITAL	AERONAUTICO	3.751
3	31A	COLON	AGUA DE ORO	1.866
18	265	SAN ALBERTO	SAN PEDRO	3.729
24	358	TOTORAL	SITON	477
15	229	RIO SECO	VILLA DE MARIA	3.942
1	14O	CAPITAL	VILLA 9 DE JULIO	6.266
10	141A	MINAS	EL CHACHO	129
12	157	PUNILLA	SANTA MARIA	6.995
10	142A	MINAS	TALAINI	129
19	269	SAN JAVIER	LA PAZ	2.402
18	263D	SAN ALBERTO	LAS CALLES	429
3	29	COLON	COLONIA CAROYA	14.318
21	326	SANTA MARIA	MALAGUEÑO	5.806
10	139	MINAS	GUASAPAMPA	205
7	100	ISCHILIN	QUILINO VILLA	888
18	264	SAN ALBERTO	PANAHOLMA	303
1	10A	CAPITAL	CABILDO	4.030
12	148	PUNILLA	CAPILLA DEL MONTE	8.659
25	361	TULUMBA	LAS ARRIAS	1.747
7	91B	ISCHILIN	LOS POZOS	103
20	315	SAN JUSTO	VIGNAUD	597
16	237	RIO SEGUNDO	LUQUE	4.694
18	265A	SAN ALBERTO	VILLA SARMIENTO	4.021
4	56	CRUZ DEL EJE	SOTO	6.120
16	240	RIO SEGUNDO	PILAR	10.830
24	359	TOTORAL	VILLA DEL TOTORAL	6.570
1	12E	CAPITAL	FERREYRA	4.026
1	14G	CAPITAL	LOS BOULEVARES	7.769
1	13I	CAPITAL	SAN JORGE	5.208
12	152	PUNILLA	HUERTA GRANDE	4.882
20	309	SAN JUSTO	SAN BARTOLOME	1.369
25	364	TULUMBA	LA DORMIDA	3.757
13	165	RIO CUARTO	BANDA NORTE	25.940
10	142	MINAS	SAN CARLOS	1.630
5	58	GENERAL ROCA	BRUZONE	227
15	227D	RIO SECO	SANTA ELENA	292
14	218	RIO PRIMERO	RIO PRIMERO	5.722
13	178	RIO CUARTO	LAS CAÑITAS	39
1	10I	CAPITAL	PARQUE HORIZONTE	8.101
1	12G	CAPITAL	ITUZAINGO	9.342
21	326A	SANTA MARIA	YOCSINA	2.041
14	203	RIO PRIMERO	PEDRO E.VIVAS	345
21	316	SANTA MARIA	ALTA GRACIA	37.155
12	150	PUNILLA	COSQUIN	16.523
14	204	RIO PRIMERO	LA PARA	3.190
8	109	JUAREZ CELMAN	DEHEZA	8.448
13	160A	RIO CUARTO	LA CAROLINA	229
13	184A	RIO CUARTO	MONTE DE LOS GAUCHOS	624
3	31	COLON	EL MANZANO	931
20	279	SAN JUSTO	ARROYITO	17.524
3	33	COLON	JESUS MARIA	26.313
19	273	SAN JAVIER	LUYABA	982
1	7A	CAPITAL	GUIÑAZU	5.917
13	169	RIO CUARTO	CHUCUL	341
6	79	GRAL SAN MARTIN	LA PLAYOSA	2.546
20	304	SAN JUSTO	MORTEROS	14.013
8	113	JUAREZ CELMAN	LOS CISNES	623
4	51	CRUZ DEL EJE	PASO VIEJO	855
26	372	UNION	ALTO ALEGRE	922
1	14K	CAPITAL	VILLA ALLENDE PARQUE	3.335
24	352	TOTORAL	LAS PEÑAS	1.446
10	138C	MINAS	ESTANCIA DE GUADALUPE	379
12	156	PUNILLA	VILLA CARLOS PAZ	48.896
6	87	GRAL SAN MARTIN	TICINO	1.800
1	10E	CAPITAL	ESTACION FLORES	10.922
6	89	GRAL SAN MARTIN	VILLA MARIA	63.397
14	205	RIO PRIMERO	LA PUERTA	1.780
1	13E	CAPITAL	LA DOROTEA	1.164
8	114	JUAREZ CELMAN	OLAETA	555
4	43A	CRUZ DEL EJE	LAS CAÑADAS	139
8	106	JUAREZ CELMAN	CABRERA	9.166
8	108	JUAREZ CELMAN	CHARRAS	920
16	245	RIO SEGUNDO	VILLA DEL ROSARIO	11.385
23	339	TERCERO ARRIBA	DALMACIO VELEZ	1.265
7	96A	ISCHILIN	OLIVARES SAN NICOLAS	544
6	88	GRAL SAN MARTIN	TIO PUJIO	2.759
14	220	RIO PRIMERO	VILLA SANTA ROSA	6.315
3	33A	COLON	COLONIA VICENTE AGÜERO	235
2	25A	CALAMUCHITA	CALMAYO	104
8	116A	JUAREZ CELMAN	PASO DEL DURAZNO	90
6	75	GRAL SAN MARTIN	AUSONIA	858
3	32	COLON	GENERAL PAZ	1.679
13	191A	RIO CUARTO	MALENA	249
4	42	CRUZ DEL EJE	BAÑADO DE SOTO	576
13	183	RIO CUARTO	VICUÑA MACKENNA	8.167
13	164	RIO CUARTO	BAIGORRIA	1.589
17	249	ROQUE SAENZ PEÑA	LA CESIRA	1.269
4	44	CRUZ DEL EJE	CRUZ DEL EJE	22.377
20	305	SAN JUSTO	PORTEÑA	4.384
1	10L	CAPITAL	VILLA EL LIBERTADOR	23.700
2	17	CALAMUCHITA	EMBALSE	6.336
19	268	SAN JAVIER	DOLORES	23.687
20	290	SAN JUSTO	EL TIO	1.678
13	186	RIO CUARTO	PUEBLO ALBERDI	23.034
26	373	UNION	BALLESTEROS	3.298
1	14P	CAPITAL	VILLA RIVERA INDARTE	3.335
16	237A	RIO SEGUNDO	MANFREDI	785
6	83	GRAL SAN MARTIN	PASCO	1.107
16	243	RIO SEGUNDO	RIO SEGUNDO	15.592
1	12	CAPITAL	AVELLANEDA	7.941
8	102	JUAREZ CELMAN	ALEJANDRO	4.479
19	275	SAN JAVIER	SAN JOSE	1.889
25	371	TULUMBA	TULUMBA	1.662
5	72	GENERAL ROCA	VILLA VALERIA	2.399
21	323	SANTA MARIA	DESPEÑADEROS	5.051
20	278	SAN JUSTO	ALTOS DE CHIPION	1.643
5	63	GENERAL ROCA	JOVITA	3.962
2	25B	CALAMUCHITA	LOS MOLINOS	266
13	177	RIO CUARTO	LAS ACEQUIAS	2.241
26	375	UNION	BELL VILLE	27.159
20	282	SAN JUSTO	BRINKMANN	7.612
1	7E	CAPITAL	MARQUES DE SOBREMONTE	14.704
20	298	SAN JUSTO	LAS VARILLAS	13.235
26	396	UNION	POSSE	6.757
23	336	TERCERO ARRIBA	ALMAFUERTE	9.273
1	11K	CAPITAL	VILLA GRAL URQUIZA	10.006
1	10H	CAPITAL	PARQUE CAPITAL	11.042
7	95	ISCHILIN	DEAN FUNES	16.880
20	291	SAN JUSTO	FREYRE	5.502
13	160	RIO CUARTO	ACHIRAS	2.290
11	144	POCHO	CHANCANI	962
12	155A	PUNILLA	LOS COCOS	895
1	14N	CAPITAL	VILLA CORNU	5.431
15	227	RIO SECO	RAYO CORTADO	613
1	6C	CAPITAL	GRAL PAZ	10.733
12	159	PUNILLA	VALLE HERMOSO	5.123
26	392	UNION	MORRISON	3.015
14	213	RIO PRIMERO	OBISPO TREJO	2.173
16	242	RIO SEGUNDO	RINCON	396
1	10J	CAPITAL	SANTA ISABEL	11.675
1	11B	CAPITAL	DON BOSCO	6.389
16	231	RIO SEGUNDO	CAPILLA DEL CARMEN	338
22	335	SOBREMONTE	CHAÑAR	2.348
8	116	JUAREZ CELMAN	REDUCCION	1.290
15	227C	RIO SECO	CHAÑAR VIEJO	210
1	10F	CAPITAL	MATIENZO	11.829
9	134	MARCOS JUAREZ	MONTE BUEY	5.063
1	7G	CAPITAL	PANAMERICANO	11.036
9	133	MARCOS JUAREZ	MARCOS JUAREZ	21.440
12	153	PUNILLA	LA CUMBRE	6.344
4	55	CRUZ DEL EJE	SERREZUELA	2.307
23	348	TERCERO ARRIBA	RIO TERCERO	38.592
16	230	RIO SEGUNDO	CALCHIN	1.996
13	182	RIO CUARTO	LAS VERTIENTES	835
13	161	RIO CUARTO	ADELIA MARIA	5.756
6	74	GRAL SAN MARTIN	ARROYO CABRAL	2.543
20	289	SAN JUSTO	EL FORTIN	1.092
1	5D	CAPITAL	MALDONADO	9.548
18	266	SAN ALBERTO	SAN VICENTE	1.270
25	360A	TULUMBA	EL RODEO	202
13	191	RIO CUARTO	SAN BASILIO	3.036
8	112	JUAREZ CELMAN	LA CARLOTA	9.888
23	342	TERCERO ARRIBA	LAS PERDICES	3.962
1	13F	CAPITAL	NUEVA ITALIA	7.141
8	107	JUAREZ CELMAN	CARNERILLO	1.774
13	184	RIO CUARTO	MOLDES	7.420
20	310A	SAN JUSTO	SAN FRANCISCO SECC. NORTE	25.070
7	99	ISCHILIN	QUILINO ESTACION	3.747
1	4A	CAPITAL	PUEBLO LAS FLORES	16.459
1	12F	CAPITAL	JOSE HERNANDEZ	17.950
20	311	SAN JUSTO	SAN PEDRO	265
2	25	CALAMUCHITA	SAN AGUSTIN	2.794
1	4	CAPITAL	NUEVA CORDOBA	18.305
13	163	RIO CUARTO	ALPA CORRAL	1.086
20	303	SAN JUSTO	MIRAMAR DE ANSENUZA (el DE ANSEUNZA se agrega en 2017)	1.869
1	13J	CAPITAL	VILLA AZALAIS	28.602
7	93	ISCHILIN	COPACABANA	283
26	381	UNION	CINTRA	1.258
9	136	MARCOS JUAREZ	ROCA	2.285
16	241	RIO SEGUNDO	POZO DEL MOLLE	5.110
17	257	ROQUE SAENZ PEÑA	SERRANO	2.742
1	11H	CAPITAL	QUEBRADA LAS ROSAS	5.959
2	19	CALAMUCHITA	LOS CONDORES	2.696
20	294	SAN JUSTO	LA PAQUITA	952
20	293	SAN JUSTO	LA FRANCIA	3.271
1	12C	CAPITAL	CORONEL OLMEDO	4.143
26	394	UNION	ORDOÑEZ	2.169
13	193	RIO CUARTO	TOSQUITA	503
13	162	RIO CUARTO	ALCIRA	4.952
26	400	UNION	SAN MARCOS SUD	2.549
14	212B	RIO PRIMERO	EL CRISPIN	227
20	285	SAN JUSTO	DEVOTO	5.177
20	306	SAN JUSTO	PROSPERIDAD	503
12	154	PUNILLA	LA FALDA	12.812
26	377	UNION	BREMEN	183
20	307	SAN JUSTO	QUEBRACHO HERRADO	635
2	26A	CALAMUCHITA	SEGUNDA USINA	116
1	11E	CAPITAL	LOS PLATANOS	14.907
4	50	CRUZ DEL EJE	MEDIA NARANJA	794
20	314	SAN JUSTO	TRANSITO	2.847
6	77	GRAL SAN MARTIN	ETRURIA	3.385
11	146	POCHO	SALSACATE	1.687
13	166	RIO CUARTO	BERROTARAN	5.885
13	174	RIO CUARTO	LA CAUTIVA	705
6	78	GRAL SAN MARTIN	LA LAGUNA	1.255
20	295	SAN JUSTO	LA TORDILLA	1.430
19	267	SAN JAVIER	CONLARA	363
16	244	RIO SEGUNDO	SANTIAGO TEMPLE	2.280
9	129	MARCOS JUAREZ	ISLA VERDE	3.921
8	105	JUAREZ CELMAN	BENGOLEA	895
20	288	SAN JUSTO	EL ARAÑADO	1.784
21	330A	SANTA MARIA	JOSE DE LA QUINTANA	470
13	189	RIO CUARTO	SAMPACHO	6.901
20	280	SAN JUSTO	BALNEARIA	5.367
13	170	RIO CUARTO	ELENA	2.614
26	391	UNION	MONTE MAIZ	6.142
6	82	GRAL SAN MARTIN	PALESTINA	539
16	235	RIO SEGUNDO	LAGUNA LARGA	6.353
8	118	JUAREZ CELMAN	UCACHA	4.524
10	139B	MINAS	LA PLAYA	235
2	26B	CALAMUCHITA	SAN IGNACIO	126
20	283A	SAN JUSTO	COLONIA PICHANAS	203
13	171	RIO CUARTO	ESPINILLO	149
9	131	MARCOS JUAREZ	LEONES	8.651
1	6D	CAPITAL	JUNIORS	6.338
5	60	GENERAL ROCA	DEL CAMPILLO	2.916
13	181	RIO CUARTO	LOS CUATRO VIENTOS	153
26	389	UNION	LABORDE	4.853
23	340	TERCERO ARRIBA	HERNANDO	9.155
20	308	SAN JUSTO	SACANTA	2.771
24	351A	TOTORAL	LA PAMPA	664
11	146C	POCHO	LOS TALARES	132
16	239	RIO SEGUNDO	ONCATIVO	11.312
16	236	RIO SEGUNDO	LAS JUNTURAS	1.473
17	248	ROQUE SAENZ PEÑA	LABOULAYE	16.994
17	252	ROQUE SAENZ PEÑA	LEVALLE	4.733
1	14B	CAPITAL	ARGUELLO PRIMERO	6.828
15	226A	RIO SECO	PUESTO DE CASTRO	400
5	70	GENERAL ROCA	VILLA HUIDOBRO	4.644
1	5A	CAPITAL	COLONIA LOLA	4.970
26	378	UNION	CANALS	7.091
1	6F	CAPITAL	YAPEYU	7.495
1	9D	CAPITAL	POETA LUGONES	8.673
7	94	ISCHILIN	CHUÑA	533
20	283	SAN JUSTO	CONCEPCION	1.606
25	369	TULUMBA	SAN PEDRO NORTE	552
8	117	JUAREZ CELMAN	SANTA EUFEMIA	1.973
5	62	GENERAL ROCA	ITALO	1.006
12	156E	PUNILLA	TALA HUASI	219
11	145A	POCHO	LAS PALMAS	227
9	119	MARCOS JUAREZ	ALEJO LEDESMA	2.948
1	4B	CAPITAL	VILLA REVOL	14.841
23	337	TERCERO ARRIBA	ASCASUBI	2.183
23	341	TERCERO ARRIBA	JAMES CRAIK	4.301
8	103	JUAREZ CELMAN	ASSUNTA	72
9	125	MARCOS JUAREZ	CORRAL DE BUSTOS	8.422
13	178A	RIO CUARTO	LAS ALBAHACAS	441
15	228	RIO SECO	SEBASTIAN ELCANO	2.280
26	395	UNION	PASCANAS	2.346
20	310	SAN JUSTO	SAN FRANCISCO SECC. SUR	26.663
16	232	RIO SEGUNDO	CARRILOBO	1.649
1	11C	CAPITAL	LAS PALMAS	14.037
2	18	CALAMUCHITA	LA CRUZ	1.444
17	253	ROQUE SAENZ PEÑA	MELO	1.106
1	3	CAPITAL	SECCIONAL TERCERA	18.987
20	296	SAN JUSTO	LASPIUR	2.187
1	13B	CAPITAL	EL GATEADO	162
9	120	MARCOS JUAREZ	ARIAS	6.054
1	7D	CAPITAL	COFICO	8.475
20	277	SAN JUSTO	ALICIA	2.836
14	214	RIO PRIMERO	PIQUILLIN	1.602
24	351	TOTORAL	CAÑADA DE LUQUE	1.113
26	393	UNION	NOETINGER	4.347
1	5	CAPITAL	ALTAMIRA	12.893
13	188	RIO CUARTO	RIO CUARTO	74.409
23	344	TERCERO ARRIBA	OLIVA	10.670
20	313	SAN JUSTO	SEEBER	639
1	9E	CAPITAL	PROVIDENCIA	4.535
1	2	CAPITAL	SECCIONAL SEGUNDA	5.616
5	61	GENERAL ROCA	HUINCA RENANCO	7.072
1	10B	CAPITAL	CIUDADELA	11.541
3	29A	COLON	TINOCO	262
1	7F	CAPITAL	JORGE NEWBERY	8.431
23	349	TERCERO ARRIBA	TANCACHA	4.631
26	382	UNION	CHILIBROSTE	601
18	260	SAN ALBERTO	AMBUL	959
13	194	RIO CUARTO	WASHINGTON	524
16	230A	RIO SEGUNDO	CALCHIN OESTE	604
20	297	SAN JUSTO	LAS VARAS	1.180
16	244A	RIO SEGUNDO	LOS CHAÑARITOS	281
23	346	TERCERO ARRIBA	PAMPAYASTA SUD	1.243
1	10	CAPITAL	BELLA VISTA	17.124
21	329	SANTA MARIA	SAN CLEMENTE	161
9	126	MARCOS JUAREZ	CRUZ ALTA	6.072
20	301	SAN JUSTO	MARULL	1.705
26	397	UNION	SAN ANTONIO	1.401
23	338	TERCERO ARRIBA	CORRALITO	1.647
1	10G	CAPITAL	OBSERVATORIO	19.872
13	175	RIO CUARTO	LA GILDA	67
6	76	GRAL SAN MARTIN	CHAZON	976
1	8C	CAPITAL	VILLA LOS PINOS	8.187
2	22	CALAMUCHITA	RIO DE LOS SAUCES	1.061
13	192	RIO CUARTO	SUCO	436
1	10C	CAPITAL	COMERCIAL	6.856
25	366	TULUMBA	LUCIO V MANSILLA	1.016
1	7B	CAPITAL	ALTA CORDOBA	21.793
1	11J	CAPITAL	SANTA ANA	16.955
8	110	JUAREZ CELMAN	EL RASTREADOR	52
1	14J	CAPITAL	URCA	8.073
18	264A	SAN ALBERTO	LOS ESPINILLOS	224
20	286	SAN JUSTO	DIEZ DE JULIO	161
21	325	SANTA MARIA	LOZADA	1.344
16	233	RIO SEGUNDO	COLAZO	1.384
16	238	RIO SEGUNDO	MATORRALES	953
26	402	UNION	VIAMONTE	1.566
14	200	RIO PRIMERO	DIEGO DE ROJAS	509
1	8B	CAPITAL	PUEYRREDON	19.225
8	111	JUAREZ CELMAN	HUANCHILLA	1.251
4	43B	CRUZ DEL EJE	CRUZ DE CAÑA	206
13	167	RIO CUARTO	BULNES	1.104
9	131A	MARCOS JUAREZ	VILLA ELISA	27
21	318	SANTA MARIA	RAFAEL GARCIA	611
1	1	CAPITAL	SECCIONAL PRIMERA	15.058
20	300	SAN JUSTO	MARINA	1.207
5	66	GENERAL ROCA	MATTALDI	1.579
1	13H	CAPITAL	PATRICIOS	17.351
9	121	MARCOS JUAREZ	BALDISSERA	1.978
26	385	UNION	ESCALANTE	1.338
9	123	MARCOS JUAREZ	CAMILO ALDAO	3.974
15	227A	RIO SECO	RINCONADA	456
26	384	UNION	PUEBLO ITALIANO	1.553
9	130	MARCOS JUAREZ	LA ITALIANA	648
9	132	MARCOS JUAREZ	LOS SURGENTES	2.400
15	225	RIO SECO	GUTEMBERG	825
26	387	UNION	IDIAZABAL	1.417
1	11A	CAPITAL	ALTO ALBERDI	23.087
17	255	ROQUE SAENZ PEÑA	ROSALES	511
23	337A	TERCERO ARRIBA	CNIA ALMADA	543
1	5B	CAPITAL	DEAN FUNES	1.874
9	128	MARCOS JUAREZ	INRIVILLE	3.495
14	215A	RIO PRIMERO	LA QUINTA	222
13	168	RIO CUARTO	CHAJAN	861
17	256	ROQUE SAENZ PEÑA	SAN JOAQUIN	124
24	356	TOTORAL	SIMBOLAR	296
5	59	GENERAL ROCA	BUCHARDO	1.734
7	91	ISCHILIN	AVELLANEDA	458
1	13A	CAPITAL	AYACUCHO	17.413
1	11D	CAPITAL	LOS NARANJOS	12.715
1	9A	CAPITAL	LA FRANCE	4.990
2	18B	CALAMUCHITA	CALERAS DE CALAMUCHITA	214
8	110A	JUAREZ CELMAN	PACHECO DE MELO	85
1	9C	CAPITAL	LOS PARAISOS	13.993
1	13N	CAPITAL	YOFRE	7.548
14	198	RIO PRIMERO	CAPILLA DE REMEDIOS	1.069
6	86	GRAL SAN MARTIN	SILVIO PELLICO	656
1	9	CAPITAL	ESCOBAR	5.968
16	234	RIO SEGUNDO	COSTA SACATE	1.413
1	9F	CAPITAL	SAN MARTIN	15.194
14	207	RIO PRIMERO	LAS SALADAS	249
14	201A	RIO PRIMERO	LAS GRAMILLAS	129
1	14F	CAPITAL	GRANJA DE FUNES	7.016
26	376	UNION	BISMARCK	433
20	299	SAN JUSTO	LUXARDO	399
23	347A	TERCERO ARRIBA	LAS ISLETILLAS	278
23	349A	TERCERO ARRIBA	GENERAL FOTHERINGHAM	354
3	36	COLON	LA PUERTA	330
14	222	RIO PRIMERO	VILLA FONTANA	942
1	13	CAPITAL	LEANDRO N. ALEM	9.366
9	124	MARCOS JUAREZ	CAVANAGH	1.078
25	368	TULUMBA	SAN JOSE DE LAS SALINAS	641
6	80	GRAL SAN MARTIN	LUCA	619
14	201	RIO PRIMERO	COLONIA LAS CUATRO ESQUINAS	108
1	12B	CAPITAL	COLON	23.252
17	254	ROQUE SAENZ PEÑA	RIO BAMBA	86
15	223	RIO SECO	CANDELARIA NORTE	749
16	237B	RIO SEGUNDO	PUEBLO LUDUEÑA	180
9	127	MARCOS JUAREZ	GUATIMOZIN	2.184
1	13C	CAPITAL	GENERAL BUSTOS	14.227
17	258	ROQUE SAENZ PEÑA	VILLA ROSSI	558
23	345	TERCERO ARRIBA	PAMPAYASTA NORTE	412
9	137	MARCOS JUAREZ	SAIRA	759
1	9B	CAPITAL	LAS MARGARITAS	8.089
11	146A	POCHO	TALA CAÑADA	287
26	390	UNION	MONTE LEÑA	526
15	226	RIO SECO	LOS HOYOS	454
23	343	TERCERO ARRIBA	LOS ZORROS	633
1	6	CAPITAL	ALTO GRAL PAZ	5.328
23	347	TERCERO ARRIBA	PUNTA DEL AGUA	243
9	128A	MARCOS JUAREZ	SALADILLO	143
14	199	RIO PRIMERO	CHALACEA	226
2	15	CALAMUCHITA	AMBOY	254
22	332	SOBREMONTE	POZO NUEVO	542
1	9G	CAPITAL	VILLA CABRERA	6.150
21	327	SANTA MARIA	MONTE RALO	485
5	71	GENERAL ROCA	VILLA SARMIENTO	300
1	14M	CAPITAL	VILLA CENTENARIO	10.234
2	18C	CALAMUCHITA	VILLA CAÑADA DEL SAUCE	70
1	5G	CAPITAL	SAN VICENTE	17.037
2	16C	CALAMUCHITA	VILLA BERNA	104
19	274	SAN JAVIER	SAN JAVIER	971
14	215	RIO PRIMERO	PLAZA DE MERCEDES	130
4	48	CRUZ DEL EJE	LA HIGUERA	535
11	145	POCHO	POCHO	510
22	334	SOBREMONTE	CHUÑAHUASI	354
16	236A	RIO SEGUNDO	COLONIA VIDELA	37
