Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2015
21	330	SANTA MARIA	SAN ISIDRO	623
18	263E	SAN ALBERTO	LAS RABONAS	717
3	40	COLON	UNQUILLO	16.893
4	45	CRUZ DEL EJE	EL BRETE	1.172
3	37	COLON	RIO CEBALLOS	18.297
1	11G	CAPITAL	PARQUE REPUBLICA	12.985
19	272	SAN JAVIER	LOS HORNILLOS	1.169
6	73	GRAL SAN MARTIN	ARROYO ALGODON	1.492
1	11I	CAPITAL	RESIDENCIAL SAN ROQUE	14.962
2	24	CALAMUCHITA	RUMIPAL	2.439
1	10D	CAPITAL	CONGRESO	3.290
18	262	SAN ALBERTO	MINA CLAVERO	8.252
6	90	GRAL SAN MARTIN	VILLA NUEVA	17.530
18	263	SAN ALBERTO	NONO	2.381
21	319	SANTA MARIA	BOUWER	1.553
24	355	TOTORAL	SARMIENTO	1.088
1	12D	CAPITAL	JOSE IGNACIO DIAZ	25.343
13	178B	RIO CUARTO	VILLA EL CHACAY	126
26	401	UNION	SANTA MARIA	204
26	374	UNION	BALLESTEROS SUD	675
1	11	CAPITAL	AERONAUTICO	4.503
3	31A	COLON	AGUA DE ORO	2.220
18	265	SAN ALBERTO	SAN PEDRO	4.175
24	358	TOTORAL	SITON	626
15	229	RIO SECO	VILLA DE MARIA	4.823
1	14O	CAPITAL	VILLA 9 DE JULIO	7.248
10	141A	MINAS	EL CHACHO	158
12	157	PUNILLA	SANTA MARIA	8.095
10	142A	MINAS	TALAINI	152
19	269	SAN JAVIER	LA PAZ	2.852
18	263D	SAN ALBERTO	LAS CALLES	506
3	29	COLON	COLONIA CAROYA	16.651
21	326	SANTA MARIA	MALAGUEÑO	6.972
10	139	MINAS	GUASAPAMPA	290
7	100	ISCHILIN	QUILINO VILLA	983
18	264	SAN ALBERTO	PANAHOLMA	396
1	10A	CAPITAL	CABILDO	4.776
12	148	PUNILLA	CAPILLA DEL MONTE	10.340
25	361	TULUMBA	LAS ARRIAS	2.046
7	91B	ISCHILIN	LOS POZOS	118
20	315	SAN JUSTO	VIGNAUD	645
16	237	RIO SEGUNDO	LUQUE	5.555
18	265A	SAN ALBERTO	VILLA SARMIENTO	4.457
4	56	CRUZ DEL EJE	SOTO	7.152
16	240	RIO SEGUNDO	PILAR	12.441
24	359	TOTORAL	VILLA DEL TOTORAL	7.756
1	12E	CAPITAL	FERREYRA	4.774
1	14G	CAPITAL	LOS BOULEVARES	9.028
1	13I	CAPITAL	SAN JORGE	6.024
12	152	PUNILLA	HUERTA GRANDE	5.650
20	309	SAN JUSTO	SAN BARTOLOME	1.549
25	364	TULUMBA	LA DORMIDA	4.459
13	165	RIO CUARTO	BANDA NORTE	30.030
10	142	MINAS	SAN CARLOS	2.028
5	58	GENERAL ROCA	BRUZONE	240
15	227D	RIO SECO	SANTA ELENA	346
14	218	RIO PRIMERO	RIO PRIMERO	6.644
13	178	RIO CUARTO	LAS CAÑITAS	49
1	10I	CAPITAL	PARQUE HORIZONTE	9.858
1	12G	CAPITAL	ITUZAINGO	10.548
21	326A	SANTA MARIA	YOCSINA	2.634
14	203	RIO PRIMERO	PEDRO E.VIVAS	352
21	316	SANTA MARIA	ALTA GRACIA	41.867
12	150	PUNILLA	COSQUIN	19.042
14	204	RIO PRIMERO	LA PARA	3.669
8	109	JUAREZ CELMAN	DEHEZA	9.509
13	160A	RIO CUARTO	LA CAROLINA	243
13	184A	RIO CUARTO	MONTE DE LOS GAUCHOS	686
3	31	COLON	EL MANZANO	1.129
20	279	SAN JUSTO	ARROYITO	19.673
3	33	COLON	JESUS MARIA	28.407
19	273	SAN JAVIER	LUYABA	1.208
1	7A	CAPITAL	GUIÑAZU	6.638
13	169	RIO CUARTO	CHUCUL	413
6	79	GRAL SAN MARTIN	LA PLAYOSA	2.848
20	304	SAN JUSTO	MORTEROS	15.829
8	113	JUAREZ CELMAN	LOS CISNES	673
4	51	CRUZ DEL EJE	PASO VIEJO	978
26	372	UNION	ALTO ALEGRE	1.122
1	14K	CAPITAL	VILLA ALLENDE PARQUE	3.600
24	352	TOTORAL	LAS PEÑAS	1.673
10	138C	MINAS	ESTANCIA DE GUADALUPE	429
12	156	PUNILLA	VILLA CARLOS PAZ	54.764
6	87	GRAL SAN MARTIN	TICINO	1.998
1	10E	CAPITAL	ESTACION FLORES	12.118
6	89	GRAL SAN MARTIN	VILLA MARIA	70.985
14	205	RIO PRIMERO	LA PUERTA	2.012
1	13E	CAPITAL	LA DOROTEA	1.215
8	114	JUAREZ CELMAN	OLAETA	644
4	43A	CRUZ DEL EJE	LAS CAÑADAS	193
8	106	JUAREZ CELMAN	CABRERA	10.363
8	108	JUAREZ CELMAN	CHARRAS	1.041
16	245	RIO SEGUNDO	VILLA DEL ROSARIO	13.005
23	339	TERCERO ARRIBA	DALMACIO VELEZ	1.407
7	96A	ISCHILIN	OLIVARES SAN NICOLAS	571
6	88	GRAL SAN MARTIN	TIO PUJIO	3.107
14	220	RIO PRIMERO	VILLA SANTA ROSA	7.267
3	33A	COLON	COLONIA VICENTE AGÜERO	277
2	25A	CALAMUCHITA	CALMAYO	126
8	116A	JUAREZ CELMAN	PASO DEL DURAZNO	110
6	75	GRAL SAN MARTIN	AUSONIA	946
3	32	COLON	GENERAL PAZ	1.863
13	191A	RIO CUARTO	MALENA	308
4	42	CRUZ DEL EJE	BAÑADO DE SOTO	711
13	183	RIO CUARTO	VICUÑA MACKENNA	9.141
13	164	RIO CUARTO	BAIGORRIA	1.757
17	249	ROQUE SAENZ PEÑA	LA CESIRA	1.399
4	44	CRUZ DEL EJE	CRUZ DEL EJE	25.016
20	305	SAN JUSTO	PORTEÑA	4.967
1	10L	CAPITAL	VILLA EL LIBERTADOR	25.906
2	17	CALAMUCHITA	EMBALSE	7.104
19	268	SAN JAVIER	DOLORES	27.232
20	290	SAN JUSTO	EL TIO	1.850
13	186	RIO CUARTO	PUEBLO ALBERDI	25.649
26	373	UNION	BALLESTEROS	3.673
1	14P	CAPITAL	VILLA RIVERA INDARTE	3.697
16	237A	RIO SEGUNDO	MANFREDI	918
6	83	GRAL SAN MARTIN	PASCO	1.195
16	243	RIO SEGUNDO	RIO SEGUNDO	17.700
1	12	CAPITAL	AVELLANEDA	8.703
8	102	JUAREZ CELMAN	ALEJANDRO	5.040
19	275	SAN JAVIER	SAN JOSE	2.119
25	371	TULUMBA	TULUMBA	1.844
5	72	GENERAL ROCA	VILLA VALERIA	2.687
21	323	SANTA MARIA	DESPEÑADEROS	5.604
20	278	SAN JUSTO	ALTOS DE CHIPION	1.853
5	63	GENERAL ROCA	JOVITA	4.281
2	25B	CALAMUCHITA	LOS MOLINOS	301
13	177	RIO CUARTO	LAS ACEQUIAS	2.569
26	375	UNION	BELL VILLE	30.587
20	282	SAN JUSTO	BRINKMANN	8.482
1	7E	CAPITAL	MARQUES DE SOBREMONTE	16.154
20	298	SAN JUSTO	LAS VARILLAS	14.687
26	396	UNION	POSSE	7.503
23	336	TERCERO ARRIBA	ALMAFUERTE	10.335
1	11K	CAPITAL	VILLA GRAL URQUIZA	11.004
1	10H	CAPITAL	PARQUE CAPITAL	12.249
7	95	ISCHILIN	DEAN FUNES	18.352
20	291	SAN JUSTO	FREYRE	6.152
13	160	RIO CUARTO	ACHIRAS	2.611
11	144	POCHO	CHANCANI	1.010
12	155A	PUNILLA	LOS COCOS	1.022
1	14N	CAPITAL	VILLA CORNU	5.269
15	227	RIO SECO	RAYO CORTADO	700
1	6C	CAPITAL	GRAL PAZ	11.792
12	159	PUNILLA	VALLE HERMOSO	5.416
26	392	UNION	MORRISON	3.317
14	213	RIO PRIMERO	OBISPO TREJO	2.407
16	242	RIO SEGUNDO	RINCON	446
1	10J	CAPITAL	SANTA ISABEL	12.409
1	11B	CAPITAL	DON BOSCO	6.708
16	231	RIO SEGUNDO	CAPILLA DEL CARMEN	364
22	335	SOBREMONTE	CHAÑAR	2.548
8	116	JUAREZ CELMAN	REDUCCION	1.425
15	227C	RIO SECO	CHAÑAR VIEJO	207
1	10F	CAPITAL	MATIENZO	12.454
9	134	MARCOS JUAREZ	MONTE BUEY	5.441
1	7G	CAPITAL	PANAMERICANO	12.300
9	133	MARCOS JUAREZ	MARCOS JUAREZ	23.149
12	153	PUNILLA	LA CUMBRE	7.039
4	55	CRUZ DEL EJE	SERREZUELA	2.662
23	348	TERCERO ARRIBA	RIO TERCERO	41.933
16	230	RIO SEGUNDO	CALCHIN	2.150
13	182	RIO CUARTO	LAS VERTIENTES	908
13	161	RIO CUARTO	ADELIA MARIA	6.341
6	74	GRAL SAN MARTIN	ARROYO CABRAL	2.890
20	289	SAN JUSTO	EL FORTIN	1.212
1	5D	CAPITAL	MALDONADO	10.703
18	266	SAN ALBERTO	SAN VICENTE	1.404
25	360A	TULUMBA	EL RODEO	243
13	191	RIO CUARTO	SAN BASILIO	3.266
8	112	JUAREZ CELMAN	LA CARLOTA	10.962
23	342	TERCERO ARRIBA	LAS PERDICES	4.278
1	13F	CAPITAL	NUEVA ITALIA	7.815
8	107	JUAREZ CELMAN	CARNERILLO	1.884
13	184	RIO CUARTO	MOLDES	8.120
20	310A	SAN JUSTO	SAN FRANCISCO SECC. NORTE	27.103
7	99	ISCHILIN	QUILINO ESTACION	4.200
1	4A	CAPITAL	PUEBLO LAS FLORES	17.256
1	12F	CAPITAL	JOSE HERNANDEZ	19.645
20	311	SAN JUSTO	SAN PEDRO	264
2	25	CALAMUCHITA	SAN AGUSTIN	3.066
1	4	CAPITAL	NUEVA CORDOBA	20.287
13	163	RIO CUARTO	ALPA CORRAL	1.215
20	303	SAN JUSTO	MIRAMAR DE ANSENUZA (el DE ANSEUNZA se agrega en 2017)	2.081
1	13J	CAPITAL	VILLA AZALAIS	31.065
7	93	ISCHILIN	COPACABANA	347
26	381	UNION	CINTRA	1.350
9	136	MARCOS JUAREZ	ROCA	2.587
16	241	RIO SEGUNDO	POZO DEL MOLLE	5.578
17	257	ROQUE SAENZ PEÑA	SERRANO	3.034
1	11H	CAPITAL	QUEBRADA LAS ROSAS	6.639
2	19	CALAMUCHITA	LOS CONDORES	2.833
20	294	SAN JUSTO	LA PAQUITA	987
20	293	SAN JUSTO	LA FRANCIA	3.530
1	12C	CAPITAL	CORONEL OLMEDO	4.524
26	394	UNION	ORDOÑEZ	2.356
13	193	RIO CUARTO	TOSQUITA	526
13	162	RIO CUARTO	ALCIRA	5.508
26	400	UNION	SAN MARCOS SUD	2.757
14	212B	RIO PRIMERO	EL CRISPIN	253
20	285	SAN JUSTO	DEVOTO	5.509
20	306	SAN JUSTO	PROSPERIDAD	553
12	154	PUNILLA	LA FALDA	13.848
26	377	UNION	BREMEN	246
20	307	SAN JUSTO	QUEBRACHO HERRADO	653
2	26A	CALAMUCHITA	SEGUNDA USINA	131
1	11E	CAPITAL	LOS PLATANOS	15.734
4	50	CRUZ DEL EJE	MEDIA NARANJA	862
20	314	SAN JUSTO	TRANSITO	3.044
6	77	GRAL SAN MARTIN	ETRURIA	3.620
11	146	POCHO	SALSACATE	1.978
13	166	RIO CUARTO	BERROTARAN	6.347
13	174	RIO CUARTO	LA CAUTIVA	736
6	78	GRAL SAN MARTIN	LA LAGUNA	1.355
20	295	SAN JUSTO	LA TORDILLA	1.566
19	267	SAN JAVIER	CONLARA	401
16	244	RIO SEGUNDO	SANTIAGO TEMPLE	2.425
9	129	MARCOS JUAREZ	ISLA VERDE	4.118
8	105	JUAREZ CELMAN	BENGOLEA	971
20	288	SAN JUSTO	EL ARAÑADO	1.965
21	330A	SANTA MARIA	JOSE DE LA QUINTANA	514
13	189	RIO CUARTO	SAMPACHO	7.443
20	280	SAN JUSTO	BALNEARIA	5.618
13	170	RIO CUARTO	ELENA	2.865
26	391	UNION	MONTE MAIZ	6.600
6	82	GRAL SAN MARTIN	PALESTINA	539
16	235	RIO SEGUNDO	LAGUNA LARGA	6.824
8	118	JUAREZ CELMAN	UCACHA	4.849
10	139B	MINAS	LA PLAYA	237
2	26B	CALAMUCHITA	SAN IGNACIO	130
20	283A	SAN JUSTO	COLONIA PICHANAS	170
13	171	RIO CUARTO	ESPINILLO	153
9	131	MARCOS JUAREZ	LEONES	9.334
1	6D	CAPITAL	JUNIORS	7.043
5	60	GENERAL ROCA	DEL CAMPILLO	3.214
13	181	RIO CUARTO	LOS CUATRO VIENTOS	168
26	389	UNION	LABORDE	5.210
23	340	TERCERO ARRIBA	HERNANDO	9.882
20	308	SAN JUSTO	SACANTA	2.940
24	351A	TOTORAL	LA PAMPA	718
11	146C	POCHO	LOS TALARES	141
16	239	RIO SEGUNDO	ONCATIVO	11.976
16	236	RIO SEGUNDO	LAS JUNTURAS	1.545
17	248	ROQUE SAENZ PEÑA	LABOULAYE	18.058
17	252	ROQUE SAENZ PEÑA	LEVALLE	5.066
1	14B	CAPITAL	ARGUELLO PRIMERO	7.316
15	226A	RIO SECO	PUESTO DE CASTRO	439
5	70	GENERAL ROCA	VILLA HUIDOBRO	4.969
1	5A	CAPITAL	COLONIA LOLA	5.178
26	378	UNION	CANALS	7.708
1	6F	CAPITAL	YAPEYU	7.902
1	9D	CAPITAL	POETA LUGONES	9.100
7	94	ISCHILIN	CHUÑA	593
20	283	SAN JUSTO	CONCEPCION	1.767
25	369	TULUMBA	SAN PEDRO NORTE	587
8	117	JUAREZ CELMAN	SANTA EUFEMIA	2.122
5	62	GENERAL ROCA	ITALO	1.091
12	156E	PUNILLA	TALA HUASI	235
11	145A	POCHO	LAS PALMAS	254
9	119	MARCOS JUAREZ	ALEJO LEDESMA	3.106
1	4B	CAPITAL	VILLA REVOL	15.600
23	337	TERCERO ARRIBA	ASCASUBI	2.264
23	341	TERCERO ARRIBA	JAMES CRAIK	4.581
8	103	JUAREZ CELMAN	ASSUNTA	74
9	125	MARCOS JUAREZ	CORRAL DE BUSTOS	8.991
13	178A	RIO CUARTO	LAS ALBAHACAS	440
15	228	RIO SECO	SEBASTIAN ELCANO	2.514
26	395	UNION	PASCANAS	2.474
20	310	SAN JUSTO	SAN FRANCISCO SECC. SUR	27.763
16	232	RIO SEGUNDO	CARRILOBO	1.705
1	11C	CAPITAL	LAS PALMAS	14.810
2	18	CALAMUCHITA	LA CRUZ	1.536
17	253	ROQUE SAENZ PEÑA	MELO	1.147
1	3	CAPITAL	SECCIONAL TERCERA	19.980
20	296	SAN JUSTO	LASPIUR	2.376
1	13B	CAPITAL	EL GATEADO	146
9	120	MARCOS JUAREZ	ARIAS	6.533
1	7D	CAPITAL	COFICO	9.141
20	277	SAN JUSTO	ALICIA	3.015
14	214	RIO PRIMERO	PIQUILLIN	1.676
24	351	TOTORAL	CAÑADA DE LUQUE	1.185
26	393	UNION	NOETINGER	4.558
1	5	CAPITAL	ALTAMIRA	13.676
13	188	RIO CUARTO	RIO CUARTO	77.167
23	344	TERCERO ARRIBA	OLIVA	11.264
20	313	SAN JUSTO	SEEBER	659
1	9E	CAPITAL	PROVIDENCIA	4.903
1	2	CAPITAL	SECCIONAL SEGUNDA	5.693
5	61	GENERAL ROCA	HUINCA RENANCO	7.600
1	10B	CAPITAL	CIUDADELA	12.227
3	29A	COLON	TINOCO	263
1	7F	CAPITAL	JORGE NEWBERY	8.247
23	349	TERCERO ARRIBA	TANCACHA	4.818
26	382	UNION	CHILIBROSTE	615
18	260	SAN ALBERTO	AMBUL	944
13	194	RIO CUARTO	WASHINGTON	551
16	230A	RIO SEGUNDO	CALCHIN OESTE	668
20	297	SAN JUSTO	LAS VARAS	1.177
16	244A	RIO SEGUNDO	LOS CHAÑARITOS	278
23	346	TERCERO ARRIBA	PAMPAYASTA SUD	1.271
1	10	CAPITAL	BELLA VISTA	17.380
21	329	SANTA MARIA	SAN CLEMENTE	185
9	126	MARCOS JUAREZ	CRUZ ALTA	6.295
20	301	SAN JUSTO	MARULL	1.757
26	397	UNION	SAN ANTONIO	1.446
23	338	TERCERO ARRIBA	CORRALITO	1.673
1	10G	CAPITAL	OBSERVATORIO	21.058
13	175	RIO CUARTO	LA GILDA	73
6	76	GRAL SAN MARTIN	CHAZON	994
1	8C	CAPITAL	VILLA LOS PINOS	8.417
2	22	CALAMUCHITA	RIO DE LOS SAUCES	1.109
13	192	RIO CUARTO	SUCO	477
1	10C	CAPITAL	COMERCIAL	6.881
25	366	TULUMBA	LUCIO V MANSILLA	1.088
1	7B	CAPITAL	ALTA CORDOBA	22.648
1	11J	CAPITAL	SANTA ANA	17.339
8	110	JUAREZ CELMAN	EL RASTREADOR	60
1	14J	CAPITAL	URCA	8.063
18	264A	SAN ALBERTO	LOS ESPINILLOS	223
20	286	SAN JUSTO	DIEZ DE JULIO	151
21	325	SANTA MARIA	LOZADA	1.414
16	233	RIO SEGUNDO	COLAZO	1.373
16	238	RIO SEGUNDO	MATORRALES	956
26	402	UNION	VIAMONTE	1.574
14	200	RIO PRIMERO	DIEGO DE ROJAS	503
1	8B	CAPITAL	PUEYRREDON	19.575
8	111	JUAREZ CELMAN	HUANCHILLA	1.212
4	43B	CRUZ DEL EJE	CRUZ DE CAÑA	221
13	167	RIO CUARTO	BULNES	1.083
9	131A	MARCOS JUAREZ	VILLA ELISA	26
21	318	SANTA MARIA	RAFAEL GARCIA	648
1	1	CAPITAL	SECCIONAL PRIMERA	15.788
20	300	SAN JUSTO	MARINA	1.208
5	66	GENERAL ROCA	MATTALDI	1.633
1	13H	CAPITAL	PATRICIOS	17.310
9	121	MARCOS JUAREZ	BALDISSERA	1.992
26	385	UNION	ESCALANTE	1.367
9	123	MARCOS JUAREZ	CAMILO ALDAO	4.149
15	227A	RIO SECO	RINCONADA	466
26	384	UNION	PUEBLO ITALIANO	1.585
9	130	MARCOS JUAREZ	LA ITALIANA	639
9	132	MARCOS JUAREZ	LOS SURGENTES	2.509
15	225	RIO SECO	GUTEMBERG	860
26	387	UNION	IDIAZABAL	1.470
1	11A	CAPITAL	ALTO ALBERDI	23.149
17	255	ROQUE SAENZ PEÑA	ROSALES	540
23	337A	TERCERO ARRIBA	CNIA ALMADA	565
1	5B	CAPITAL	DEAN FUNES	1.892
9	128	MARCOS JUAREZ	INRIVILLE	3.487
14	215A	RIO PRIMERO	LA QUINTA	255
13	168	RIO CUARTO	CHAJAN	827
17	256	ROQUE SAENZ PEÑA	SAN JOAQUIN	146
24	356	TOTORAL	SIMBOLAR	319
5	59	GENERAL ROCA	BUCHARDO	1.803
7	91	ISCHILIN	AVELLANEDA	485
1	13A	CAPITAL	AYACUCHO	16.822
1	11D	CAPITAL	LOS NARANJOS	12.732
1	9A	CAPITAL	LA FRANCE	4.942
2	18B	CALAMUCHITA	CALERAS DE CALAMUCHITA	202
8	110A	JUAREZ CELMAN	PACHECO DE MELO	72
1	9C	CAPITAL	LOS PARAISOS	13.942
1	13N	CAPITAL	YOFRE	7.489
14	198	RIO PRIMERO	CAPILLA DE REMEDIOS	1.065
6	86	GRAL SAN MARTIN	SILVIO PELLICO	630
1	9	CAPITAL	ESCOBAR	5.873
16	234	RIO SEGUNDO	COSTA SACATE	1.377
1	9F	CAPITAL	SAN MARTIN	15.226
14	207	RIO PRIMERO	LAS SALADAS	257
14	201A	RIO PRIMERO	LAS GRAMILLAS	137
1	14F	CAPITAL	GRANJA DE FUNES	6.703
26	376	UNION	BISMARCK	415
20	299	SAN JUSTO	LUXARDO	358
23	347A	TERCERO ARRIBA	LAS ISLETILLAS	262
23	349A	TERCERO ARRIBA	GENERAL FOTHERINGHAM	352
3	36	COLON	LA PUERTA	347
14	222	RIO PRIMERO	VILLA FONTANA	911
1	13	CAPITAL	LEANDRO N. ALEM	9.241
9	124	MARCOS JUAREZ	CAVANAGH	1.056
25	368	TULUMBA	SAN JOSE DE LAS SALINAS	648
6	80	GRAL SAN MARTIN	LUCA	588
14	201	RIO PRIMERO	COLONIA LAS CUATRO ESQUINAS	114
1	12B	CAPITAL	COLON	22.939
17	254	ROQUE SAENZ PEÑA	RIO BAMBA	99
15	223	RIO SECO	CANDELARIA NORTE	764
16	237B	RIO SEGUNDO	PUEBLO LUDUEÑA	189
9	127	MARCOS JUAREZ	GUATIMOZIN	2.147
1	13C	CAPITAL	GENERAL BUSTOS	13.838
17	258	ROQUE SAENZ PEÑA	VILLA ROSSI	568
23	345	TERCERO ARRIBA	PAMPAYASTA NORTE	425
9	137	MARCOS JUAREZ	SAIRA	755
1	9B	CAPITAL	LAS MARGARITAS	7.968
11	146A	POCHO	TALA CAÑADA	283
26	390	UNION	MONTE LEÑA	514
15	226	RIO SECO	LOS HOYOS	453
23	343	TERCERO ARRIBA	LOS ZORROS	603
1	6	CAPITAL	ALTO GRAL PAZ	5.305
23	347	TERCERO ARRIBA	PUNTA DEL AGUA	227
9	128A	MARCOS JUAREZ	SALADILLO	136
14	199	RIO PRIMERO	CHALACEA	230
2	15	CALAMUCHITA	AMBOY	240
22	332	SOBREMONTE	POZO NUEVO	561
1	9G	CAPITAL	VILLA CABRERA	5.899
21	327	SANTA MARIA	MONTE RALO	488
5	71	GENERAL ROCA	VILLA SARMIENTO	308
1	14M	CAPITAL	VILLA CENTENARIO	9.704
2	18C	CALAMUCHITA	VILLA CAÑADA DEL SAUCE	80
1	5G	CAPITAL	SAN VICENTE	15.859
2	16C	CALAMUCHITA	VILLA BERNA	106
19	274	SAN JAVIER	SAN JAVIER	724
14	215	RIO PRIMERO	PLAZA DE MERCEDES	140
4	48	CRUZ DEL EJE	LA HIGUERA	579
11	145	POCHO	POCHO	499
