Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2017
2	26A	CALAMUCHITA	SEGUNDA USINA	167
2	16	CALAMUCHITA	ATHOS PAMPA	165
14	195	RIO PRIMERO	ATAHONA	165
14	209	RIO PRIMERO	MAQUINISTA GALLINI	164
13	171	RIO CUARTO	ESPINILLO	163
10	141A	MINAS	EL CHACHO	161
2	18A	CALAMUCHITA	LUTTI	157
2	26B	CALAMUCHITA	SAN IGNACIO	153
25	360	TULUMBA	CHURQUI CAÑADA	151
18	266A	SAN ALBERTO	SAN RAFAEL	150
24	352A	TOTORAL	LOS MISTOLES	149
4	52	CRUZ DEL EJE	PICHANAS	147
17	256	ROQUE SAENZ PEÑA	SAN JOAQUIN	146
25	360B	TULUMBA	LA TOMA	146
10	142A	MINAS	TALAINI	145
20	287	SAN JUSTO	DOS HERMANOS	144
14	201A	RIO PRIMERO	LAS GRAMILLAS	142
18	263A	SAN ALBERTO	PAMPA DE ACHALA	142
9	128A	MARCOS JUAREZ	SALADILLO	141
11	146C	POCHO	LOS TALARES	140
17	251	ROQUE SAENZ PEÑA	LEGUIZAMON	139
13	178B	RIO CUARTO	VILLA EL CHACAY	137
20	302	SAN JUSTO	MAUNIER	134
2	25A	CALAMUCHITA	CALMAYO	132
7	91B	ISCHILIN	LOS POZOS	131
14	212	RIO PRIMERO	MONTE DEL ROSARIO	131
1	13B	CAPITAL	EL GATEADO	128
14	215	RIO PRIMERO	PLAZA DE MERCEDES	126
13	190	RIO CUARTO	SAN AMBROSIO	125
8	116A	JUAREZ CELMAN	PASO DEL DURAZNO	122
14	201	RIO PRIMERO	COLONIA LAS CUATRO ESQUINAS	122
20	292	SAN JUSTO	ITURRASPE	112
1	7	CAPITAL	AEROPUERTO	112
13	187	RIO CUARTO	PUEYRREDON	111
14	221	RIO PRIMERO	EL ALCALDE	110
10	138B	MINAS	RUMIHUASI	103
2	16A	CALAMUCHITA	VILLA LA MERCED	101
17	254	ROQUE SAENZ PEÑA	RIO BAMBA	101
2	16C	CALAMUCHITA	VILLA BERNA	99
8	103	JUAREZ CELMAN	ASSUNTA	94
4	47	CRUZ DEL EJE	IGLESIA VIEJA	92
14	210	RIO PRIMERO	BLAS DE ROSALES	92
25	370	TULUMBA	SANTA CRUZ	92
4	49	CRUZ DEL EJE	LOS SAUCES	91
10	140A	MINAS	OJO DE AGUA DE TOTOX	91
11	144A	POCHO	LAS JARILLAS	91
7	101	ISCHILIN	TOYOS	88
14	217	RIO PRIMERO	QUEBRACHO	85
15	225A	RIO SECO	LA CAÑADA	85
8	110A	JUAREZ CELMAN	PACHECO DE MELO	84
10	139A	MINAS	AGUA DE RAMON	84
13	175	RIO CUARTO	LA GILDA	80
20	291A	SAN JUSTO	COLONIA ANITA	78
18	265B	SAN ALBERTO	LA CORTADERA	78
4	54A	CRUZ DEL EJE	CANTERAS QUILPO	78
4	51A	CRUZ DEL EJE	SANTA ANA	75
8	110	JUAREZ CELMAN	EL RASTREADOR	74
13	176	RIO CUARTO	LA INVERNADA	74
2	18C	CALAMUCHITA	VILLA CAÑADA DEL SAUCE	72
13	178	RIO CUARTO	LAS CAÑITAS	71
11	144B	POCHO	EL MEDANITO	68
7	97	ISCHILIN	ISCHILIN	65
24	353	TOTORAL	MACHA	65
5	67	GENERAL ROCA	ONAGOITY	64
6	81	GRAL SAN MARTIN	MOJARRAS	61
10	141	MINAS	PIEDRITA BLANCA	60
7	98	ISCHILIN	JAIME PETER	59
3	39	COLON	SANTA TERESA	59
4	53A	CRUZ DEL EJE	LOS LEONES	58
14	206	RIO PRIMERO	LAS HERAS	57
25	363	TULUMBA	ISLA DE SAN ANTONIO	49
18	261B	SAN ALBERTO	VILLA BENEGAS	48
21	322	SANTA MARIA	COSME	48
16	236A	RIO SEGUNDO	COLONIA VIDELA	47
5	69	GENERAL ROCA	RANQUELES	45
15	224	RIO SECO	ENCRUCIJADA	43
4	53B	CRUZ DEL EJE	EL ABRA	43
4	43	CRUZ DEL EJE	CANDELARIA	40
18	260A	SAN ALBERTO	EL VOLCAN	37
14	216	RIO PRIMERO	PUNTA DEL AGUA	37
19	269B	SAN JAVIER	EL MANANTIAL	34
26	396A	UNION	VILLA LOS PATOS	34
6	84	GRAL SAN MARTIN	SANABRIA	34
25	362	TULUMBA	EL BAÑADO	34
9	131A	MARCOS JUAREZ	VILLA ELISA	32
25	370A	TULUMBA	LA CAÑADA	27
4	53	CRUZ DEL EJE	SAN ANTONIO	26
18	263B	SAN ALBERTO	LOS CERROS	24
26	379	UNION	CARCANO	23
7	91A	ISCHILIN	CANTERAS	23
10	138A	MINAS	RUMIACO	23
5	65	GENERAL ROCA	LECUEDER	19
18	259	SAN ALBERTO	ALTAUTINA	19
21	320	SANTA MARIA	BUENA VISTA	19
20	312	SAN JUSTO	SAUZE	17
25	365	TULUMBA	LAS MASITAS	14
2	16B	CALAMUCHITA	CHAMPAQUI	10
13	173	RIO CUARTO	LA ARGENTINA	9
1	7C	CAPITAL	CNO. A PAJAS BLANCAS	8
16	242A	RIO SEGUNDO	CAÑADA DE MACHADO SUD	8
26	397A	UNION	CORRAL DEL BAJO	7
