Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2017
16	240	RIO SEGUNDO	PILAR	13.127
1	11D	CAPITAL	LOS NARANJOS	13.002
1	10E	CAPITAL	ESTACION FLORES	12.899
1	7G	CAPITAL	PANAMERICANO	12.869
1	10F	CAPITAL	MATIENZO	12.833
1	10J	CAPITAL	SANTA ISABEL	12.620
2	26	CALAMUCHITA	SANTA ROSA	12.509
1	10H	CAPITAL	PARQUE CAPITAL	12.502
16	239	RIO SEGUNDO	ONCATIVO	12.193
1	10B	CAPITAL	CIUDADELA	12.183
1	6C	CAPITAL	GRAL PAZ	12.107
3	41A	COLON	SALDAN	12.096
3	40A	COLON	MENDIOLAZA	11.529
1	12H	CAPITAL	LOS CERVECEROS	11.415
3	34	COLON	JUAREZ CELMAN	11.360
23	344	TERCERO ARRIBA	OLIVA	11.354
1	11K	CAPITAL	VILLA GRAL URQUIZA	11.327
1	5D	CAPITAL	MALDONADO	11.243
8	112	JUAREZ CELMAN	LA CARLOTA	11.183
1	12G	CAPITAL	ITUZAINGO	11.101
12	148	PUNILLA	CAPILLA DEL MONTE	10.721
23	336	TERCERO ARRIBA	ALMAFUERTE	10.624
8	106	JUAREZ CELMAN	CABRERA	10.534
1	10I	CAPITAL	PARQUE HORIZONTE	10.449
14	211	RIO PRIMERO	MONTE CRISTO	10.150
23	340	TERCERO ARRIBA	HERNANDO	10.077
8	109	JUAREZ CELMAN	DEHEZA	9.869
1	7D	CAPITAL	COFICO	9.791
3	38	COLON	SALSIPUEDES	9.743
1	14M	CAPITAL	VILLA CENTENARIO	9.704
1	14G	CAPITAL	LOS BOULEVARES	9.437
9	131	MARCOS JUAREZ	LEONES	9.409
13	183	RIO CUARTO	VICUÑA MACKENNA	9.389
1	13	CAPITAL	LEANDRO N. ALEM	9.268
1	9D	CAPITAL	POETA LUGONES	9.246
1	12	CAPITAL	AVELLANEDA	9.171
9	125	MARCOS JUAREZ	CORRAL DE BUSTOS	8.971
18	262	SAN ALBERTO	MINA CLAVERO	8.822
20	282	SAN JUSTO	BRINKMANN	8.759
12	157	PUNILLA	SANTA MARIA	8.666
1	8C	CAPITAL	VILLA LOS PINOS	8.468
1	11F	CAPITAL	LOS ROBLES	8.340
2	20A	CALAMUCHITA	VILLA GENERAL BELGRANO	8.272
1	7F	CAPITAL	JORGE NEWBERY	8.251
13	184	RIO CUARTO	MOLDES	8.195
1	6F	CAPITAL	YAPEYU	8.173
1	14J	CAPITAL	URCA	8.049
24	359	TOTORAL	VILLA DEL TOTORAL	8.031
1	9B	CAPITAL	LAS MARGARITAS	8.009
1	13F	CAPITAL	NUEVA ITALIA	7.940
26	378	UNION	CANALS	7.714
1	14O	CAPITAL	VILLA 9 DE JULIO	7.703
26	396	UNION	POSSE	7.678
4	56	CRUZ DEL EJE	SOTO	7.667
1	13N	CAPITAL	YOFRE	7.591
5	61	GENERAL ROCA	HUINCA RENANCO	7.565
13	189	RIO CUARTO	SAMPACHO	7.525
14	220	RIO PRIMERO	VILLA SANTA ROSA	7.465
2	17	CALAMUCHITA	EMBALSE	7.463
1	6D	CAPITAL	JUNIORS	7.449
21	326	SANTA MARIA	MALAGUEÑO	7.295
1	14	CAPITAL	ARGUELLO	7.191
1	14B	CAPITAL	ARGUELLO PRIMERO	7.171
12	153	PUNILLA	LA CUMBRE	7.126
1	10C	CAPITAL	COMERCIAL	7.055
13	179	RIO CUARTO	LAS HIGUERAS	6.992
14	218	RIO PRIMERO	RIO PRIMERO	6.965
16	235	RIO SEGUNDO	LAGUNA LARGA	6.806
1	11H	CAPITAL	QUEBRADA LAS ROSAS	6.802
1	7A	CAPITAL	GUIÑAZU	6.787
1	14F	CAPITAL	GRANJA DE FUNES	6.771
1	11B	CAPITAL	DON BOSCO	6.739
1	14E	CAPITAL	CERRO NORTE	6.648
1	14D	CAPITAL	CERRO DE LAS ROSAS	6.594
26	391	UNION	MONTE MAIZ	6.525
12	158	PUNILLA	TANTI	6.518
9	120	MARCOS JUAREZ	ARIAS	6.509
13	161	RIO CUARTO	ADELIA MARIA	6.453
13	166	RIO CUARTO	BERROTARAN	6.393
9	126	MARCOS JUAREZ	CRUZ ALTA	6.275
3	30	COLON	COLONIA TIROLESA	6.265
1	13I	CAPITAL	SAN JORGE	6.206
12	147	PUNILLA	BIALET MASSE	6.163
20	291	SAN JUSTO	FREYRE	6.151
1	2	CAPITAL	SECCIONAL SEGUNDA	6.145
12	152	PUNILLA	HUERTA GRANDE	6.037
18	261	SAN ALBERTO	BROCHERO	5.979
21	323	SANTA MARIA	DESPEÑADEROS	5.951
1	9	CAPITAL	ESCOBAR	5.916
1	9G	CAPITAL	VILLA CABRERA	5.859
1	12A	CAPITAL	CARCANO	5.820
16	237	RIO SEGUNDO	LUQUE	5.751
20	280	SAN JUSTO	BALNEARIA	5.721
12	159	PUNILLA	VALLE HERMOSO	5.671
9	134	MARCOS JUAREZ	MONTE BUEY	5.623
20	285	SAN JUSTO	DEVOTO	5.611
16	241	RIO SEGUNDO	POZO DEL MOLLE	5.585
1	10K	CAPITAL	VICOR	5.551
13	162	RIO CUARTO	ALCIRA	5.527
12	152A	PUNILLA	VILLA GIARDINO	5.428
1	14I	CAPITAL	SANTA CECILIA	5.406
13	172	RIO CUARTO	HOLMBERG	5.333
1	5A	CAPITAL	COLONIA LOLA	5.322
26	389	UNION	LABORDE	5.244
1	6	CAPITAL	ALTO GRAL PAZ	5.240
8	102	JUAREZ CELMAN	ALEJANDRO	5.183
20	305	SAN JUSTO	PORTEÑA	5.155
1	14L	CAPITAL	VILLA BELGRANO	5.134
17	252	ROQUE SAENZ PEÑA	LEVALLE	5.116
1	5I	CAPITAL	COLINAS DEL SUR	5.111
15	229	RIO SECO	VILLA DE MARIA	5.088
1	10A	CAPITAL	CABILDO	5.049
1	12E	CAPITAL	FERREYRA	5.033
1	9E	CAPITAL	PROVIDENCIA	5.033
5	70	GENERAL ROCA	VILLA HUIDOBRO	5.029
1	14C	CAPITAL	ARGUELLO SEGUNDO	5.006
1	9A	CAPITAL	LA FRANCE	4.987
8	118	JUAREZ CELMAN	UCACHA	4.951
23	349	TERCERO ARRIBA	TANCACHA	4.912
19	270	SAN JAVIER	LAS ROSAS	4.780
21	316A	SANTA MARIA	ANIZACATE	4.759
12	156D	PUNILLA	SAN ANTONIO DE ARREDONDO	4.750
1	11M	CAPITAL	VALLE ESCONDIDO	4.742
21	331	SANTA MARIA	TOLEDO	4.742
1	11	CAPITAL	AERONAUTICO	4.728
1	5F	CAPITAL	RENACIMIENTO	4.715
18	265A	SAN ALBERTO	VILLA SARMIENTO	4.694
1	14N	CAPITAL	VILLA CORNU	4.679
1	14H	CAPITAL	MERCANTIL	4.663
1	4C	CAPITAL	INAUDI	4.652
1	12C	CAPITAL	CORONEL OLMEDO	4.632
23	341	TERCERO ARRIBA	JAMES CRAIK	4.627
25	364	TULUMBA	LA DORMIDA	4.606
18	265	SAN ALBERTO	SAN PEDRO	4.588
26	393	UNION	NOETINGER	4.566
23	342	TERCERO ARRIBA	LAS PERDICES	4.401
5	63	GENERAL ROCA	JOVITA	4.398
7	99	ISCHILIN	QUILINO ESTACION	4.210
9	123	MARCOS JUAREZ	CAMILO ALDAO	4.129
9	129	MARCOS JUAREZ	ISLA VERDE	4.111
1	8A	CAPITAL	PALMAR	4.073
1	5E	CAPITAL	VILLA BUSTOS (En 2007 era PRIMERO DE MAYO)	4.072
26	373	UNION	BALLESTEROS	3.868
14	204	RIO PRIMERO	LA PARA	3.769
6	77	GRAL SAN MARTIN	ETRURIA	3.719
1	14K	CAPITAL	VILLA ALLENDE PARQUE	3.658
20	293	SAN JUSTO	LA FRANCIA	3.581
2	24A	CALAMUCHITA	VILLA DEL DIQUE	3.550
1	14P	CAPITAL	VILLA RIVERA INDARTE	3.545
1	10D	CAPITAL	CONGRESO	3.496
26	392	UNION	MORRISON	3.492
9	128	MARCOS JUAREZ	INRIVILLE	3.450
13	191	RIO CUARTO	SAN BASILIO	3.392
3	27	COLON	ASCOCHINGA	3.327
6	88	GRAL SAN MARTIN	TIO PUJIO	3.192
5	60	GENERAL ROCA	DEL CAMPILLO	3.192
2	25	CALAMUCHITA	SAN AGUSTIN	3.165
9	119	MARCOS JUAREZ	ALEJO LEDESMA	3.157
20	314	SAN JUSTO	TRANSITO	3.105
17	257	ROQUE SAENZ PEÑA	SERRANO	3.072
19	269	SAN JAVIER	LA PAZ	3.062
21	316J	SANTA MARIA	VILLA PARQUE SANTA ANA	2.999
21	326A	SANTA MARIA	YOCSINA	2.991
20	308	SAN JUSTO	SACANTA	2.984
6	74	GRAL SAN MARTIN	ARROYO CABRAL	2.967
2	19	CALAMUCHITA	LOS CONDORES	2.945
20	277	SAN JUSTO	ALICIA	2.927
6	79	GRAL SAN MARTIN	LA PLAYOSA	2.905
13	170	RIO CUARTO	ELENA	2.891
12	158C	PUNILLA	VILLA SANTA CRUZ DEL LAGO	2.881
26	400	UNION	SAN MARCOS SUD	2.823
5	72	GENERAL ROCA	VILLA VALERIA	2.778
1	11L	CAPITAL	COUNTRYS DEL OESTE	2.772
1	13D	CAPITAL	JARDIN ARENALES	2.733
22	335	SOBREMONTE	CHAÑAR	2.733
13	160	RIO CUARTO	ACHIRAS	2.680
1	4F	CAPITAL	CIUDAD OBISPO ANGELELLI	2.679
4	55	CRUZ DEL EJE	SERREZUELA	2.675
2	24	CALAMUCHITA	RUMIPAL	2.662
9	136	MARCOS JUAREZ	ROCA	2.648
13	177	RIO CUARTO	LAS ACEQUIAS	2.638
1	4E	CAPITAL	NUESTRO HOGAR III	2.596
15	228	RIO SECO	SEBASTIAN ELCANO	2.589
4	54	CRUZ DEL EJE	SAN MARCOS SIERRAS	2.555
1	12I	CAPITAL	CIUDAD DE MIS SUEÑOS	2.535
9	132	MARCOS JUAREZ	LOS SURGENTES	2.477
14	213	RIO PRIMERO	OBISPO TREJO	2.467
18	263	SAN ALBERTO	NONO	2.462
21	326C	SANTA MARIA	SAN NICOLAS	2.461
26	395	UNION	PASCANAS	2.458
16	244	RIO SEGUNDO	SANTIAGO TEMPLE	2.448
3	31A	COLON	AGUA DE ORO	2.420
20	296	SAN JUSTO	LASPIUR	2.386
26	394	UNION	ORDOÑEZ	2.381
23	337	TERCERO ARRIBA	ASCASUBI	2.309
1	13K	CAPITAL	VILLA ESQUIU	2.307
19	275A	SAN JAVIER	LOS CERRILLOS	2.299
1	6E	CAPITAL	LA FLORESTA SUD	2.291
1	4D	CAPITAL	VILLA EUCARISTICA	2.225
16	230	RIO SEGUNDO	CALCHIN	2.211
19	275	SAN JAVIER	SAN JOSE	2.206
8	117	JUAREZ CELMAN	SANTA EUFEMIA	2.158
20	303	SAN JUSTO	MIRAMAR DE ANSENUZA (el DE ANSEUNZA se agrega en 2017)	2.148
9	127	MARCOS JUAREZ	GUATIMOZIN	2.108
12	147B	PUNILLA	VILLA PARQUE SIQUIMAN	2.105
10	142	MINAS	SAN CARLOS	2.103
14	205	RIO PRIMERO	LA PUERTA	2.102
25	361	TULUMBA	LAS ARRIAS	2.035
6	87	GRAL SAN MARTIN	TICINO	2.017
24	357	TOTORAL	SINSACATE	1.995
9	121	MARCOS JUAREZ	BALDISSERA	1.988
11	146	POCHO	SALSACATE	1.982
3	32	COLON	GENERAL PAZ	1.973
20	288	SAN JUSTO	EL ARAÑADO	1.956
1	5H	CAPITAL	VILLA BOEDO	1.944
8	107	JUAREZ CELMAN	CARNERILLO	1.929
20	290	SAN JUSTO	EL TIO	1.901
25	371	TULUMBA	TULUMBA	1.899
1	5B	CAPITAL	DEAN FUNES	1.888
20	278	SAN JUSTO	ALTOS DE CHIPION	1.886
1	10M	CAPITAL	AMPLIACION CABILDO	1.868
20	283	SAN JUSTO	CONCEPCION	1.826
13	164	RIO CUARTO	BAIGORRIA	1.816
12	156A	PUNILLA	YCHO CRUZ	1.802
5	59	GENERAL ROCA	BUCHARDO	1.777
20	301	SAN JUSTO	MARULL	1.770
16	232	RIO SEGUNDO	CARRILOBO	1.735
21	326B	SANTA MARIA	BARRIO PRIMERO DE MAYO	1.730
20	309	SAN JUSTO	SAN BARTOLOME	1.728
21	316G	SANTA MARIA	VILLA EL PRADO	1.717
24	352	TOTORAL	LAS PEÑAS	1.715
14	214	RIO PRIMERO	PIQUILLIN	1.699
23	338	TERCERO ARRIBA	CORRALITO	1.695
2	23	CALAMUCHITA	VILLA YACANTO	1.673
19	271	SAN JAVIER	LAS TAPIAS	1.648
5	66	GENERAL ROCA	MATTALDI	1.635
21	319	SANTA MARIA	BOUWER	1.601
26	402	UNION	VIAMONTE	1.599
20	295	SAN JUSTO	LA TORDILLA	1.596
26	384	UNION	PUEBLO ITALIANO	1.594
2	18	CALAMUCHITA	LA CRUZ	1.579
16	236	RIO SEGUNDO	LAS JUNTURAS	1.552
6	73	GRAL SAN MARTIN	ARROYO ALGODON	1.521
26	397	UNION	SAN ANTONIO	1.516
2	20	CALAMUCHITA	LOS REARTES	1.513
8	116	JUAREZ CELMAN	REDUCCION	1.497
26	387	UNION	IDIAZABAL	1.460
23	339	TERCERO ARRIBA	DALMACIO VELEZ	1.455
21	324	SANTA MARIA	FALDA DEL CARMEN	1.433
17	249	ROQUE SAENZ PEÑA	LA CESIRA	1.433
18	266	SAN ALBERTO	SAN VICENTE	1.432
26	381	UNION	CINTRA	1.421
21	325	SANTA MARIA	LOZADA	1.419
4	45	CRUZ DEL EJE	EL BRETE	1.414
16	234	RIO SEGUNDO	COSTA SACATE	1.386
6	78	GRAL SAN MARTIN	LA LAGUNA	1.384
1	13O	CAPITAL	CHACHAPOYAS	1.382
16	233	RIO SEGUNDO	COLAZO	1.377
2	20B	CALAMUCHITA	VI.CIUD.PQUE.LOS REARTES	1.368
21	328	SANTA MARIA	POTRERO DE GARAY	1.363
26	385	UNION	ESCALANTE	1.348
4	57	CRUZ DEL EJE	TUCLAME	1.322
12	158B	PUNILLA	ESTANCIA VIEJA	1.300
19	273	SAN JAVIER	LUYABA	1.298
12	147A	PUNILLA	SAN ROQUE	1.293
19	272	SAN JAVIER	LOS HORNILLOS	1.283
23	346	TERCERO ARRIBA	PAMPAYASTA SUD	1.274
1	14Q	CAPITAL	VILLA WARCALDE	1.266
1	13E	CAPITAL	LA DOROTEA	1.263
6	83	GRAL SAN MARTIN	PASCO	1.248
12	156C	PUNILLA	MAYU SUMAJ	1.244
19	276	SAN JAVIER	YACANTO	1.236
13	163	RIO CUARTO	ALPA CORRAL	1.233
20	297	SAN JUSTO	LAS VARAS	1.222
21	316E	SANTA MARIA	LOS CEDROS	1.219
20	289	SAN JUSTO	EL FORTIN	1.206
3	31	COLON	EL MANZANO	1.191
7	100	ISCHILIN	QUILINO VILLA	1.189
24	351	TOTORAL	CAÑADA DE LUQUE	1.188
20	300	SAN JUSTO	MARINA	1.183
8	111	JUAREZ CELMAN	HUANCHILLA	1.176
17	253	ROQUE SAENZ PEÑA	MELO	1.150
24	355	TOTORAL	SARMIENTO	1.145
26	372	UNION	ALTO ALEGRE	1.144
2	22	CALAMUCHITA	RIO DE LOS SAUCES	1.142
21	316H	SANTA MARIA	VILLA LA BOLSA	1.103
8	108	JUAREZ CELMAN	CHARRAS	1.086
14	198	RIO PRIMERO	CAPILLA DE REMEDIOS	1.075
5	62	GENERAL ROCA	ITALO	1.068
9	124	MARCOS JUAREZ	CAVANAGH	1.065
13	167	RIO CUARTO	BULNES	1.056
25	366	TULUMBA	LUCIO V MANSILLA	1.055
18	261A	SAN ALBERTO	SAN LORENZO	1.053
21	316F	SANTA MARIA	VALLE DE ANIZACATE	1.040
4	51	CRUZ DEL EJE	PASO VIEJO	1.035
3	35A	COLON	MI GRANJA	1.024
6	76	GRAL SAN MARTIN	CHAZON	1.024
18	260	SAN ALBERTO	AMBUL	1.022
12	155A	PUNILLA	LOS COCOS	1.018
20	294	SAN JUSTO	LA PAQUITA	1.018
11	144	POCHO	CHANCANI	1.015
8	105	JUAREZ CELMAN	BENGOLEA	993
6	75	GRAL SAN MARTIN	AUSONIA	977
16	238	RIO SEGUNDO	MATORRALES	973
21	316I	SANTA MARIA	VILLA LOS AROMOS	956
10	138	MINAS	CIENAGA DEL CORO	946
16	237A	RIO SEGUNDO	MANFREDI	941
14	222	RIO PRIMERO	VILLA FONTANA	933
4	46	CRUZ DEL EJE	GUANACO MUERTO	932
13	182	RIO CUARTO	LAS VERTIENTES	931
4	50	CRUZ DEL EJE	MEDIA NARANJA	924
15	225	RIO SECO	GUTEMBERG	898
18	265C	SAN ALBERTO	SAUCE ARRIBA	865
26	374	UNION	BALLESTEROS SUD	854
21	328B	SANTA MARIA	VILLA CIUDAD DE AMERICA	850
19	274	SAN JAVIER	SAN JAVIER	841
2	328A	CALAMUCHITA	LA CUMBRECITA	834
15	223	RIO SECO	CANDELARIA NORTE	825
12	155	PUNILLA	SAN ESTEBAN	805
4	50A	CRUZ DEL EJE	LOS CHAÑARITOS	802
13	168	RIO CUARTO	CHAJAN	801
1	8	CAPITAL	LA FLORESTA NORTE	784
13	174	RIO CUARTO	LA CAUTIVA	782
18	263E	SAN ALBERTO	LAS RABONAS	779
12	149	PUNILLA	CASA GRANDE	763
9	137	MARCOS JUAREZ	SAIRA	762
8	113	JUAREZ CELMAN	LOS CISNES	760
4	44A	CRUZ DEL EJE	LAS PLAYAS	754
15	227	RIO SECO	RAYO CORTADO	743
24	351A	TOTORAL	LA PAMPA	729
4	42	CRUZ DEL EJE	BAÑADO DE SOTO	722
13	184A	RIO CUARTO	MONTE DE LOS GAUCHOS	717
18	263C	SAN ALBERTO	ARROYO DE LOS PATOS	713
20	313	SAN JUSTO	SEEBER	706
12	151	PUNILLA	CHARBONIER	704
20	315	SAN JUSTO	VIGNAUD	685
9	130	MARCOS JUAREZ	LA ITALIANA	674
16	230A	RIO SEGUNDO	CALCHIN OESTE	668
20	307	SAN JUSTO	QUEBRACHO HERRADO	658
8	114	JUAREZ CELMAN	OLAETA	656
25	368	TULUMBA	SAN JOSE DE LAS SALINAS	654
24	358	TOTORAL	SITON	653
26	382	UNION	CHILIBROSTE	653
21	330	SANTA MARIA	SAN ISIDRO	650
21	318	SANTA MARIA	RAFAEL GARCIA	648
6	86	GRAL SAN MARTIN	SILVIO PELLICO	633
26	386	UNION	GOULD	628
23	343	TERCERO ARRIBA	LOS ZORROS	621
7	94	ISCHILIN	CHUÑA	601
25	369	TULUMBA	SAN PEDRO NORTE	600
6	80	GRAL SAN MARTIN	LUCA	587
12	158A	PUNILLA	CABALANGO	585
17	258	ROQUE SAENZ PEÑA	VILLA ROSSI	581
7	96A	ISCHILIN	OLIVARES SAN NICOLAS	579
21	330A	SANTA MARIA	JOSE DE LA QUINTANA	578
6	82	GRAL SAN MARTIN	PALESTINA	568
2	15A	CALAMUCHITA	VILLA AMANCAY	567
13	194	RIO CUARTO	WASHINGTON	563
23	337A	TERCERO ARRIBA	CNIA ALMADA	562
13	193	RIO CUARTO	TOSQUITA	552
20	306	SAN JUSTO	PROSPERIDAD	548
22	332	SOBREMONTE	POZO NUEVO	547
17	255	ROQUE SAENZ PEÑA	ROSALES	545
18	263D	SAN ALBERTO	LAS CALLES	535
26	390	UNION	MONTE LEÑA	530
4	48	CRUZ DEL EJE	LA HIGUERA	509
14	200	RIO PRIMERO	DIEGO DE ROJAS	508
19	274A	SAN JAVIER	LA POBLACION	503
7	91	ISCHILIN	AVELLANEDA	501
11	145	POCHO	POCHO	488
21	327	SANTA MARIA	MONTE RALO	481
12	156B	PUNILLA	CUESTA BLANCA	477
13	192	RIO CUARTO	SUCO	473
21	316D	SANTA MARIA	LA SERRANITA	471
16	242	RIO SEGUNDO	RINCON	469
13	178A	RIO CUARTO	LAS ALBAHACAS	463
15	227A	RIO SECO	RINCONADA	463
1	13L	CAPITAL	VILLA GRAN PARQUE	461
25	367	TULUMBA	ROSARIO DEL SALADILLO	451
15	226	RIO SECO	LOS HOYOS	447
22	333	SOBREMONTE	CAMINIAGA	442
13	169	RIO CUARTO	CHUCUL	431
1	13M	CAPITAL	CAMINO A COLONIA TIROLESA (En 2007 era Villa Retiro)	431
19	267	SAN JAVIER	CONLARA	430
23	345	TERCERO ARRIBA	PAMPAYASTA NORTE	424
26	376	UNION	BISMARCK	420
10	138C	MINAS	ESTANCIA DE GUADALUPE	413
15	226A	RIO SECO	PUESTO DE CASTRO	405
18	264	SAN ALBERTO	PANAHOLMA	399
19	269A	SAN JAVIER	QUEBRACHO LADEADO	398
16	231	RIO SEGUNDO	CAPILLA DEL CARMEN	391
24	350	TOTORAL	CANDELARIA	390
4	46B	CRUZ DEL EJE	ALTO DE LOS QUEBRACHOS	388
3	31B	COLON	VILLA CERRO AZUL	382
7	92	ISCHILIN	CAÑADA DE RIO PINTO	376
20	279A	SAN JUSTO	EL FUERTECITO	375
20	299	SAN JUSTO	LUXARDO	364
14	203	RIO PRIMERO	PEDRO E.VIVAS	363
7	93	ISCHILIN	COPACABANA	357
15	227B	RIO SECO	CERRO COLORADO	351
15	227D	RIO SECO	SANTA ELENA	350
3	36	COLON	LA PUERTA	349
14	197	RIO PRIMERO	LA POSTA	345
23	349A	TERCERO ARRIBA	GENERAL FOTHERINGHAM	340
22	334	SOBREMONTE	CHUÑAHUASI	337
24	356	TOTORAL	SIMBOLAR	330
14	202	RIO PRIMERO	ESQUINA	327
21	317	SANTA MARIA	BAJO CHICO	324
13	191A	RIO CUARTO	MALENA	318
9	135	MARCOS JUAREZ	CAP.B.O HIGGINS	317
14	208	RIO PRIMERO	COMECHINGONES	310
2	25B	CALAMUCHITA	LOS MOLINOS	309
7	91C	ISCHILIN	VILLA GUTIERREZ	305
11	146A	POCHO	TALA CAÑADA	302
10	139	MINAS	GUASAPAMPA	300
5	71	GENERAL ROCA	VILLA SARMIENTO	297
1	6A	CAPITAL	BAJADA DE PIEDRA	294
16	244A	RIO SEGUNDO	LOS CHAÑARITOS	292
20	295A	SAN JUSTO	TORO PUJIO	291
9	122	MARCOS JUAREZ	BARGE	283
3	29A	COLON	TINOCO	283
2	21	CALAMUCHITA	LAS BAJADAS	278
11	146B	POCHO	SAN JERONIMO	274
3	33A	COLON	COLONIA VICENTE AGÜERO	269
14	212B	RIO PRIMERO	EL CRISPIN	268
5	58	GENERAL ROCA	BRUZONE	262
23	347A	TERCERO ARRIBA	LAS ISLETILLAS	260
14	207	RIO PRIMERO	LAS SALADAS	258
11	145A	POCHO	LAS PALMAS	257
5	68	GENERAL ROCA	PINCEN	255
18	264A	SAN ALBERTO	LOS ESPINILLOS	253
2	15	CALAMUCHITA	AMBOY	253
13	160A	RIO CUARTO	LA CAROLINA	251
24	354	TOTORAL	SANTA CATALINA	251
25	360A	TULUMBA	EL RODEO	243
26	377	UNION	BREMEN	239
14	199	RIO PRIMERO	CHALACEA	239
20	311	SAN JUSTO	SAN PEDRO	238
10	139B	MINAS	LA PLAYA	238
12	156E	PUNILLA	TALA HUASI	232
14	215A	RIO PRIMERO	LA QUINTA	229
26	401	UNION	SANTA MARIA	226
23	347	TERCERO ARRIBA	PUNTA DEL AGUA	226
14	196	RIO PRIMERO	CAÑADA DE MACHADO	219
4	43B	CRUZ DEL EJE	CRUZ DE CAÑA	218
1	6B	CAPITAL	CHACRA DE LA MERCED	216
2	18B	CALAMUCHITA	CALERAS DE CALAMUCHITA	210
4	55A	CRUZ DEL EJE	LA BATEA	207
13	180	RIO CUARTO	LAS PEÑAS	206
15	229A	RIO SECO	EUFRASIO LOZA	205
15	227C	RIO SECO	CHAÑAR VIEJO	204
26	372A	UNION	ANA ZUMARAN	202
21	329	SANTA MARIA	SAN CLEMENTE	201
16	237B	RIO SEGUNDO	PUEBLO LUDUEÑA	197
20	288A	SAN JUSTO	VILLA SAN ESTEBAN	194
20	281	SAN JUSTO	BEIRO	192
10	140	MINAS	LA ARGENTINA	192
10	138D	MINAS	TOSNO	189
20	283A	SAN JUSTO	COLONIA PICHANAS	182
20	286	SAN JUSTO	DIEZ DE JULIO	182
4	43A	CRUZ DEL EJE	LAS CAÑADAS	179
13	181	RIO CUARTO	LOS CUATRO VIENTOS	175
14	219	RIO PRIMERO	SAGRADA FAMILIA	175
21	316B	SANTA MARIA	LA PAISANITA	173
20	294A	SAN JUSTO	COLONIA VALTELINA	171
2	18D	CALAMUCHITA	VILLA QUILLINZO	169
21	316C	SANTA MARIA	LA RANCHERITA	167
