Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2007
1	11K	CAPITAL	VILLA GRAL URQUIZA	9.402
23	340	TERCERO ARRIBA	HERNANDO	9.066
1	7D	CAPITAL	COFICO	9.041
23	336	TERCERO ARRIBA	ALMAFUERTE	8.813
1	12G	CAPITAL	ITUZAINGO	8.630
1	9B	CAPITAL	LAS MARGARITAS	8.463
8	106	JUAREZ CELMAN	CABRERA	8.437
9	131	MARCOS JUAREZ	LEONES	8.434
1	9D	CAPITAL	POETA LUGONES	8.367
1	14D	CAPITAL	CERRO DE LAS ROSAS	8.282
2	26	CALAMUCHITA	SANTA ROSA	8.238
9	125	MARCOS JUAREZ	CORRAL DE BUSTOS	8.209
1	10I	CAPITAL	PARQUE HORIZONTE	8.122
1	8C	CAPITAL	VILLA LOS PINOS	8.082
12	148	PUNILLA	CAPILLA DEL MONTE	8.004
8	109	JUAREZ CELMAN	DEHEZA	7.740
1	7F	CAPITAL	JORGE NEWBERY	7.733
1	14J	CAPITAL	URCA	7.728
1	13N	CAPITAL	YOFRE	7.604
13	183	RIO CUARTO	VICUÑA MACKENNA	7.572
1	12	CAPITAL	AVELLANEDA	7.504
1	6F	CAPITAL	YAPEYU	7.389
1	12H	CAPITAL	LOS CERVECEROS	7.337
20	282	SAN JUSTO	BRINKMANN	7.261
1	14G	CAPITAL	LOS BOULEVARES	7.153
3	28A	COLON	CALERA CENTRAL	7.141
3	35	COLON	MALVINAS ARGENTINAS	7.134
5	61	GENERAL ROCA	HUINCA RENANCO	7.065
13	184	RIO CUARTO	MOLDES	7.003
26	378	UNION	CANALS	6.973
1	14F	CAPITAL	GRANJA DE FUNES	6.877
3	41A	COLON	SALDAN	6.813
1	13F	CAPITAL	NUEVA ITALIA	6.780
1	10C	CAPITAL	COMERCIAL	6.745
13	189	RIO CUARTO	SAMPACHO	6.681
1	6D	CAPITAL	JUNIORS	6.680
1	14B	CAPITAL	ARGUELLO PRIMERO	6.462
1	9G	CAPITAL	VILLA CABRERA	6.371
26	396	UNION	POSSE	6.369
12	157	PUNILLA	SANTA MARIA	6.331
3	34	COLON	JUAREZ CELMAN	6.317
1	14L	CAPITAL	VILLA BELGRANO	6.296
14	211	RIO PRIMERO	MONTE CRISTO	6.272
18	262	SAN ALBERTO	MINA CLAVERO	6.202
16	235	RIO SEGUNDO	LAGUNA LARGA	6.080
24	359	TOTORAL	VILLA DEL TOTORAL	6.077
2	17	CALAMUCHITA	EMBALSE	6.044
12	153	PUNILLA	LA CUMBRE	6.029
9	120	MARCOS JUAREZ	ARIAS	6.003
14	220	RIO PRIMERO	VILLA SANTA ROSA	5.990
1	9	CAPITAL	ESCOBAR	5.958
9	126	MARCOS JUAREZ	CRUZ ALTA	5.940
1	11H	CAPITAL	QUEBRADA LAS ROSAS	5.914
26	391	UNION	MONTE MAIZ	5.823
4	56	CRUZ DEL EJE	SOTO	5.786
1	2	CAPITAL	SECCIONAL SEGUNDA	5.737
3	38	COLON	SALSIPUEDES	5.733
1	11B	CAPITAL	DON BOSCO	5.665
13	166	RIO CUARTO	BERROTARAN	5.654
1	6	CAPITAL	ALTO GRAL PAZ	5.603
1	14O	CAPITAL	VILLA 9 DE JULIO	5.581
13	161	RIO CUARTO	ADELIA MARIA	5.482
21	326	SANTA MARIA	MALAGUEÑO	5.393
14	218	RIO PRIMERO	RIO PRIMERO	5.385
1	7A	CAPITAL	GUIÑAZU	5.368
2	20A	CALAMUCHITA	VILLA GENERAL BELGRANO	5.285
20	291	SAN JUSTO	FREYRE	5.134
20	280	SAN JUSTO	BALNEARIA	5.084
1	9A	CAPITAL	LA FRANCE	4.984
20	285	SAN JUSTO	DEVOTO	4.923
21	323	SANTA MARIA	DESPEÑADEROS	4.891
1	14	CAPITAL	ARGUELLO	4.873
16	241	RIO SEGUNDO	POZO DEL MOLLE	4.852
13	162	RIO CUARTO	ALCIRA	4.837
1	11F	CAPITAL	LOS ROBLES	4.825
1	5A	CAPITAL	COLONIA LOLA	4.801
12	159	PUNILLA	VALLE HERMOSO	4.757
9	134	MARCOS JUAREZ	MONTE BUEY	4.752
1	13I	CAPITAL	SAN JORGE	4.714
26	389	UNION	LABORDE	4.710
1	9E	CAPITAL	PROVIDENCIA	4.698
13	179	RIO CUARTO	LAS HIGUERAS	4.646
17	252	ROQUE SAENZ PEÑA	LEVALLE	4.609
12	152	PUNILLA	HUERTA GRANDE	4.607
23	349	TERCERO ARRIBA	TANCACHA	4.605
5	70	GENERAL ROCA	VILLA HUIDOBRO	4.536
8	118	JUAREZ CELMAN	UCACHA	4.430
12	158	PUNILLA	TANTI	4.401
16	237	RIO SEGUNDO	LUQUE	4.321
8	102	JUAREZ CELMAN	ALEJANDRO	4.249
23	341	TERCERO ARRIBA	JAMES CRAIK	4.233
26	393	UNION	NOETINGER	4.230
1	14E	CAPITAL	CERRO NORTE	4.192
20	305	SAN JUSTO	PORTEÑA	4.168
3	40A	COLON	MENDIOLAZA	4.147
3	30	COLON	COLONIA TIROLESA	4.100
18	261	SAN ALBERTO	BROCHERO	4.087
1	12C	CAPITAL	CORONEL OLMEDO	4.048
9	123	MARCOS JUAREZ	CAMILO ALDAO	4.028
1	14N	CAPITAL	VILLA CORNU	3.918
1	12E	CAPITAL	FERREYRA	3.811
12	147	PUNILLA	BIALET MASSE	3.805
23	342	TERCERO ARRIBA	LAS PERDICES	3.758
1	10A	CAPITAL	CABILDO	3.756
15	229	RIO SECO	VILLA DE MARIA	3.678
9	129	MARCOS JUAREZ	ISLA VERDE	3.646
12	152A	PUNILLA	VILLA GIARDINO	3.632
5	63	GENERAL ROCA	JOVITA	3.623
7	99	ISCHILIN	QUILINO ESTACION	3.607
18	265A	SAN ALBERTO	VILLA SARMIENTO	3.534
25	364	TULUMBA	LA DORMIDA	3.518
1	14I	CAPITAL	SANTA CECILIA	3.441
13	172	RIO CUARTO	HOLMBERG	3.422
9	128	MARCOS JUAREZ	INRIVILLE	3.419
1	11	CAPITAL	AERONAUTICO	3.379
1	12A	CAPITAL	CARCANO	3.370
18	265	SAN ALBERTO	SAN PEDRO	3.293
6	77	GRAL SAN MARTIN	ETRURIA	3.283
19	270	SAN JAVIER	LAS ROSAS	3.246
21	331	SANTA MARIA	TOLEDO	3.208
26	373	UNION	BALLESTEROS	3.148
1	5F	CAPITAL	RENACIMIENTO	3.131
20	293	SAN JUSTO	LA FRANCIA	3.125
1	4C	CAPITAL	INAUDI	3.114
1	14C	CAPITAL	ARGUELLO SEGUNDO	3.026
14	204	RIO PRIMERO	LA PARA	2.955
26	392	UNION	MORRISON	2.931
1	14K	CAPITAL	VILLA ALLENDE PARQUE	2.913
13	191	RIO CUARTO	SAN BASILIO	2.896
1	14P	CAPITAL	VILLA RIVERA INDARTE	2.887
9	119	MARCOS JUAREZ	ALEJO LEDESMA	2.880
5	60	GENERAL ROCA	DEL CAMPILLO	2.863
1	8A	CAPITAL	PALMAR	2.756
20	314	SAN JUSTO	TRANSITO	2.737
2	25	CALAMUCHITA	SAN AGUSTIN	2.729
20	277	SAN JUSTO	ALICIA	2.703
20	308	SAN JUSTO	SACANTA	2.685
17	257	ROQUE SAENZ PEÑA	SERRANO	2.669
1	10K	CAPITAL	VICOR	2.626
13	170	RIO CUARTO	ELENA	2.576
2	19	CALAMUCHITA	LOS CONDORES	2.563
6	88	GRAL SAN MARTIN	TIO PUJIO	2.560
6	74	GRAL SAN MARTIN	ARROYO CABRAL	2.522
26	400	UNION	SAN MARCOS SUD	2.472
1	10D	CAPITAL	CONGRESO	2.455
9	132	MARCOS JUAREZ	LOS SURGENTES	2.438
15	228	RIO SECO	SEBASTIAN ELCANO	2.373
21	326A	SANTA MARIA	YOCSINA	2.326
6	79	GRAL SAN MARTIN	LA PLAYOSA	2.309
22	335	SOBREMONTE	CHAÑAR	2.300
9	136	MARCOS JUAREZ	ROCA	2.299
5	72	GENERAL ROCA	VILLA VALERIA	2.283
4	55	CRUZ DEL EJE	SERREZUELA	2.269
26	395	UNION	PASCANAS	2.255
2	24A	CALAMUCHITA	VILLA DEL DIQUE	2.249
19	269	SAN JAVIER	LA PAZ	2.241
3	27	COLON	ASCOCHINGA	2.240
13	160	RIO CUARTO	ACHIRAS	2.237
20	296	SAN JUSTO	LASPIUR	2.199
9	127	MARCOS JUAREZ	GUATIMOZIN	2.196
13	177	RIO CUARTO	LAS ACEQUIAS	2.177
16	244	RIO SEGUNDO	SANTIAGO TEMPLE	2.171
23	337	TERCERO ARRIBA	ASCASUBI	2.111
12	156D	PUNILLA	SAN ANTONIO DE ARREDONDO	2.086
26	394	UNION	ORDOÑEZ	2.082
14	213	RIO PRIMERO	OBISPO TREJO	2.071
8	117	JUAREZ CELMAN	SANTA EUFEMIA	1.962
1	5I	CAPITAL	COLINAS DEL SUR	1.941
9	121	MARCOS JUAREZ	BALDISSERA	1.934
16	230	RIO SEGUNDO	CALCHIN	1.876
1	5B	CAPITAL	DEAN FUNES	1.868
2	24	CALAMUCHITA	RUMIPAL	1.861
20	303	SAN JUSTO	MIRAMAR DE ANSENUZA (el DE ANSEUNZA se agrega en 2017)	1.854
21	316A	SANTA MARIA	ANIZACATE	1.832
19	275	SAN JAVIER	SAN JOSE	1.809
5	59	GENERAL ROCA	BUCHARDO	1.767
11	146	POCHO	SALSACATE	1.752
20	288	SAN JUSTO	EL ARAÑADO	1.736
3	31A	COLON	AGUA DE ORO	1.734
18	263	SAN ALBERTO	NONO	1.731
20	301	SAN JUSTO	MARULL	1.678
14	205	RIO PRIMERO	LA PUERTA	1.677
20	283	SAN JUSTO	CONCEPCION	1.654
8	107	JUAREZ CELMAN	CARNERILLO	1.648
10	142	MINAS	SAN CARLOS	1.611
23	338	TERCERO ARRIBA	CORRALITO	1.609
6	87	GRAL SAN MARTIN	TICINO	1.608
4	54	CRUZ DEL EJE	SAN MARCOS SIERRAS	1.598
16	232	RIO SEGUNDO	CARRILOBO	1.593
3	32	COLON	GENERAL PAZ	1.588
5	66	GENERAL ROCA	MATTALDI	1.588
14	214	RIO PRIMERO	PIQUILLIN	1.569
26	384	UNION	PUEBLO ITALIANO	1.562
1	13K	CAPITAL	VILLA ESQUIU	1.560
25	371	TULUMBA	TULUMBA	1.560
20	278	SAN JUSTO	ALTOS DE CHIPION	1.553
20	290	SAN JUSTO	EL TIO	1.544
26	402	UNION	VIAMONTE	1.540
25	361	TULUMBA	LAS ARRIAS	1.522
1	13D	CAPITAL	JARDIN ARENALES	1.515
13	164	RIO CUARTO	BAIGORRIA	1.465
2	18	CALAMUCHITA	LA CRUZ	1.451
26	387	UNION	IDIAZABAL	1.443
26	397	UNION	SAN ANTONIO	1.439
20	295	SAN JUSTO	LA TORDILLA	1.413
16	234	RIO SEGUNDO	COSTA SACATE	1.400
21	316J	SANTA MARIA	VILLA PARQUE SANTA ANA	1.399
16	236	RIO SEGUNDO	LAS JUNTURAS	1.397
19	275A	SAN JAVIER	LOS CERRILLOS	1.389
24	352	TOTORAL	LAS PEÑAS	1.366
21	325	SANTA MARIA	LOZADA	1.366
12	158C	PUNILLA	VILLA SANTA CRUZ DEL LAGO	1.365
16	233	RIO SEGUNDO	COLAZO	1.326
20	309	SAN JUSTO	SAN BARTOLOME	1.319
26	385	UNION	ESCALANTE	1.315
8	116	JUAREZ CELMAN	REDUCCION	1.260
26	381	UNION	CINTRA	1.230
6	78	GRAL SAN MARTIN	LA LAGUNA	1.225
18	266	SAN ALBERTO	SAN VICENTE	1.219
23	346	TERCERO ARRIBA	PAMPAYASTA SUD	1.203
23	339	TERCERO ARRIBA	DALMACIO VELEZ	1.166
17	249	ROQUE SAENZ PEÑA	LA CESIRA	1.158
20	297	SAN JUSTO	LAS VARAS	1.149
20	300	SAN JUSTO	MARINA	1.148
8	111	JUAREZ CELMAN	HUANCHILLA	1.138
21	319	SANTA MARIA	BOUWER	1.131
24	357	TOTORAL	SINSACATE	1.127
9	124	MARCOS JUAREZ	CAVANAGH	1.099
24	351	TOTORAL	CAÑADA DE LUQUE	1.098
2	22	CALAMUCHITA	RIO DE LOS SAUCES	1.090
19	271	SAN JAVIER	LAS TAPIAS	1.086
14	198	RIO PRIMERO	CAPILLA DE REMEDIOS	1.078
13	163	RIO CUARTO	ALPA CORRAL	1.064
6	73	GRAL SAN MARTIN	ARROYO ALGODON	1.060
17	253	ROQUE SAENZ PEÑA	MELO	1.058
20	289	SAN JUSTO	EL FORTIN	1.026
19	273	SAN JAVIER	LUYABA	1.024
13	167	RIO CUARTO	BULNES	1.023
6	83	GRAL SAN MARTIN	PASCO	1.020
25	366	TULUMBA	LUCIO V MANSILLA	1.009
1	13E	CAPITAL	LA DOROTEA	1.008
1	11L	CAPITAL	COUNTRYS DEL OESTE	1.007
12	156A	PUNILLA	YCHO CRUZ	985
4	45	CRUZ DEL EJE	EL BRETE	980
6	76	GRAL SAN MARTIN	CHAZON	973
5	62	GENERAL ROCA	ITALO	971
18	260	SAN ALBERTO	AMBUL	960
14	222	RIO PRIMERO	VILLA FONTANA	959
3	31	COLON	EL MANZANO	937
16	238	RIO SEGUNDO	MATORRALES	937
19	274	SAN JAVIER	SAN JAVIER	936
12	147B	PUNILLA	VILLA PARQUE SIQUIMAN	913
26	372	UNION	ALTO ALEGRE	911
21	324	SANTA MARIA	FALDA DEL CARMEN	894
1	14H	CAPITAL	MERCANTIL	892
19	272	SAN JAVIER	LOS HORNILLOS	892
20	294	SAN JUSTO	LA PAQUITA	887
15	225	RIO SECO	GUTEMBERG	884
7	100	ISCHILIN	QUILINO VILLA	882
8	105	JUAREZ CELMAN	BENGOLEA	881
1	4F	CAPITAL	CIUDAD OBISPO ANGELELLI	880
8	108	JUAREZ CELMAN	CHARRAS	870
15	223	RIO SECO	CANDELARIA NORTE	858
1	6E	CAPITAL	LA FLORESTA SUD	852
12	155A	PUNILLA	LOS COCOS	851
11	144	POCHO	CHANCANI	848
4	51	CRUZ DEL EJE	PASO VIEJO	824
4	50	CRUZ DEL EJE	MEDIA NARANJA	814
1	12I	CAPITAL	CIUDAD DE MIS SUEÑOS	813
24	355	TOTORAL	SARMIENTO	809
9	137	MARCOS JUAREZ	SAIRA	805
1	4D	CAPITAL	VILLA EUCARISTICA	795
13	168	RIO CUARTO	CHAJAN	795
1	6A	CAPITAL	BAJADA DE PIEDRA	792
13	182	RIO CUARTO	LAS VERTIENTES	790
6	75	GRAL SAN MARTIN	AUSONIA	785
26	386	UNION	GOULD	776
16	237A	RIO SEGUNDO	MANFREDI	768
2	23	CALAMUCHITA	VILLA YACANTO	760
1	13M	CAPITAL	CAMINO A COLONIA TIROLESA (En 2007 era Villa Retiro)	735
1	14Q	CAPITAL	VILLA WARCALDE	724
2	20	CALAMUCHITA	LOS REARTES	710
12	147A	PUNILLA	SAN ROQUE	707
21	326B	SANTA MARIA	BARRIO PRIMERO DE MAYO	701
13	174	RIO CUARTO	LA CAUTIVA	692
21	316G	SANTA MARIA	VILLA EL PRADO	684
25	368	TULUMBA	SAN JOSE DE LAS SALINAS	675
9	130	MARCOS JUAREZ	LA ITALIANA	662
23	343	TERCERO ARRIBA	LOS ZORROS	662
20	313	SAN JUSTO	SEEBER	659
4	57	CRUZ DEL EJE	TUCLAME	656
24	351A	TOTORAL	LA PAMPA	656
21	328	SANTA MARIA	POTRERO DE GARAY	646
12	156C	PUNILLA	MAYU SUMAJ	640
18	261A	SAN ALBERTO	SAN LORENZO	638
6	86	GRAL SAN MARTIN	SILVIO PELLICO	635
16	230A	RIO SEGUNDO	CALCHIN OESTE	628
21	318	SANTA MARIA	RAFAEL GARCIA	628
15	227	RIO SECO	RAYO CORTADO	623
21	316H	SANTA MARIA	VILLA LA BOLSA	615
26	382	UNION	CHILIBROSTE	613
17	258	ROQUE SAENZ PEÑA	VILLA ROSSI	611
26	374	UNION	BALLESTEROS SUD	609
6	80	GRAL SAN MARTIN	LUCA	606
8	113	JUAREZ CELMAN	LOS CISNES	605
3	35A	COLON	MI GRANJA	598
1	5H	CAPITAL	VILLA BOEDO	596
21	316E	SANTA MARIA	LOS CEDROS	594
22	332	SOBREMONTE	POZO NUEVO	593
20	279A	SAN JUSTO	EL FUERTECITO	590
4	42	CRUZ DEL EJE	BAÑADO DE SOTO	582
20	307	SAN JUSTO	QUEBRACHO HERRADO	579
4	48	CRUZ DEL EJE	LA HIGUERA	571
13	184A	RIO CUARTO	MONTE DE LOS GAUCHOS	564
26	390	UNION	MONTE LEÑA	564
23	337A	TERCERO ARRIBA	CNIA ALMADA	556
11	145	POCHO	POCHO	551
21	316I	SANTA MARIA	VILLA LOS AROMOS	547
4	50A	CRUZ DEL EJE	LOS CHAÑARITOS	546
25	369	TULUMBA	SAN PEDRO NORTE	545
7	94	ISCHILIN	CHUÑA	544
12	155	PUNILLA	SAN ESTEBAN	543
18	265C	SAN ALBERTO	SAUCE ARRIBA	541
17	255	ROQUE SAENZ PEÑA	ROSALES	539
18	263E	SAN ALBERTO	LAS RABONAS	537
24	350	TOTORAL	CANDELARIA	537
13	194	RIO CUARTO	WASHINGTON	529
22	333	SOBREMONTE	CAMINIAGA	525
8	114	JUAREZ CELMAN	OLAETA	524
21	327	SANTA MARIA	MONTE RALO	524
25	367	TULUMBA	ROSARIO DEL SALADILLO	523
21	328B	SANTA MARIA	VILLA CIUDAD DE AMERICA	513
20	315	SAN JUSTO	VIGNAUD	513
21	330A	SANTA MARIA	JOSE DE LA QUINTANA	513
6	82	GRAL SAN MARTIN	PALESTINA	507
7	91	ISCHILIN	AVELLANEDA	499
4	46	CRUZ DEL EJE	GUANACO MUERTO	494
10	138	MINAS	CIENAGA DEL CORO	492
14	200	RIO PRIMERO	DIEGO DE ROJAS	490
4	44A	CRUZ DEL EJE	LAS PLAYAS	485
13	193	RIO CUARTO	TOSQUITA	483
20	306	SAN JUSTO	PROSPERIDAD	481
15	226	RIO SECO	LOS HOYOS	476
24	358	TOTORAL	SITON	472
7	96A	ISCHILIN	OLIVARES SAN NICOLAS	464
14	202	RIO PRIMERO	ESQUINA	459
13	192	RIO CUARTO	SUCO	452
15	227A	RIO SECO	RINCONADA	452
23	345	TERCERO ARRIBA	PAMPAYASTA NORTE	447
21	330	SANTA MARIA	SAN ISIDRO	446
7	92	ISCHILIN	CAÑADA DE RIO PINTO	443
2	20B	CALAMUCHITA	VI.CIUD.PQUE.LOS REARTES	437
26	376	UNION	BISMARCK	428
12	149	PUNILLA	CASA GRANDE	424
13	178A	RIO CUARTO	LAS ALBAHACAS	424
1	11M	CAPITAL	VALLE ESCONDIDO	423
12	151	PUNILLA	CHARBONIER	422
1	8	CAPITAL	LA FLORESTA NORTE	412
2	328A	CALAMUCHITA	LA CUMBRECITA	411
14	197	RIO PRIMERO	LA POSTA	407
1	7	CAPITAL	AEROPUERTO	403
16	242	RIO SEGUNDO	RINCON	394
18	263D	SAN ALBERTO	LAS CALLES	392
9	135	MARCOS JUAREZ	CAP.B.O HIGGINS	390
19	276	SAN JAVIER	YACANTO	384
1	13O	CAPITAL	CHACHAPOYAS	382
22	334	SOBREMONTE	CHUÑAHUASI	382
19	267	SAN JAVIER	CONLARA	381
12	158B	PUNILLA	ESTANCIA VIEJA	372
20	299	SAN JUSTO	LUXARDO	371
14	208	RIO PRIMERO	COMECHINGONES	369
15	226A	RIO SECO	PUESTO DE CASTRO	365
2	15A	CALAMUCHITA	VILLA AMANCAY	359
3	36	COLON	LA PUERTA	357
23	349A	TERCERO ARRIBA	GENERAL FOTHERINGHAM	347
13	169	RIO CUARTO	CHUCUL	341
2	21	CALAMUCHITA	LAS BAJADAS	338
10	138C	MINAS	ESTANCIA DE GUADALUPE	329
16	231	RIO SEGUNDO	CAPILLA DEL CARMEN	329
24	356	TOTORAL	SIMBOLAR	328
5	71	GENERAL ROCA	VILLA SARMIENTO	324
11	146A	POCHO	TALA CAÑADA	320
19	274A	SAN JAVIER	LA POBLACION	315
7	93	ISCHILIN	COPACABANA	309
5	68	GENERAL ROCA	PINCEN	304
1	6B	CAPITAL	CHACRA DE LA MERCED	304
21	316F	SANTA MARIA	VALLE DE ANIZACATE	302
24	354	TOTORAL	SANTA CATALINA	302
18	264	SAN ALBERTO	PANAHOLMA	296
10	140	MINAS	LA ARGENTINA	296
4	52	CRUZ DEL EJE	PICHANAS	290
14	203	RIO PRIMERO	PEDRO E.VIVAS	283
12	158A	PUNILLA	CABALANGO	280
14	196	RIO PRIMERO	CAÑADA DE MACHADO	276
16	244A	RIO SEGUNDO	LOS CHAÑARITOS	275
14	219	RIO PRIMERO	SAGRADA FAMILIA	274
14	195	RIO PRIMERO	ATAHONA	273
18	266A	SAN ALBERTO	SAN RAFAEL	273
2	15	CALAMUCHITA	AMBOY	271
15	227D	RIO SECO	SANTA ELENA	270
21	316D	SANTA MARIA	LA SERRANITA	269
18	263C	SAN ALBERTO	ARROYO DE LOS PATOS	266
3	29A	COLON	TINOCO	265
23	347A	TERCERO ARRIBA	LAS ISLETILLAS	265
14	207	RIO PRIMERO	LAS SALADAS	261
1	4E	CAPITAL	NUESTRO HOGAR III	260
13	191A	RIO CUARTO	MALENA	256
14	199	RIO PRIMERO	CHALACEA	256
2	25B	CALAMUCHITA	LOS MOLINOS	255
20	281	SAN JUSTO	BEIRO	254
14	209	RIO PRIMERO	MAQUINISTA GALLINI	253
14	212	RIO PRIMERO	MONTE DEL ROSARIO	253
25	370	TULUMBA	SANTA CRUZ	252
13	180	RIO CUARTO	LAS PEÑAS	248
14	210	RIO PRIMERO	BLAS DE ROSALES	245
18	264A	SAN ALBERTO	LOS ESPINILLOS	243
23	347	TERCERO ARRIBA	PUNTA DEL AGUA	242
12	156B	PUNILLA	CUESTA BLANCA	239
15	229A	RIO SECO	EUFRASIO LOZA	238
14	212B	RIO PRIMERO	EL CRISPIN	235
15	227B	RIO SECO	CERRO COLORADO	234
11	145A	POCHO	LAS PALMAS	234
18	263A	SAN ALBERTO	PAMPA DE ACHALA	228
14	215A	RIO PRIMERO	LA QUINTA	227
15	225A	RIO SECO	LA CAÑADA	226
1	13L	CAPITAL	VILLA GRAN PARQUE	223
10	139	MINAS	GUASAPAMPA	222
25	360	TULUMBA	CHURQUI CAÑADA	218
3	33A	COLON	COLONIA VICENTE AGÜERO	216
10	139B	MINAS	LA PLAYA	213
12	156E	PUNILLA	TALA HUASI	211
4	43B	CRUZ DEL EJE	CRUZ DE CAÑA	211
26	377	UNION	BREMEN	210
2	18B	CALAMUCHITA	CALERAS DE CALAMUCHITA	210
2	16	CALAMUCHITA	ATHOS PAMPA	210
24	353	TOTORAL	MACHA	210
25	360A	TULUMBA	EL RODEO	207
20	294A	SAN JUSTO	COLONIA VALTELINA	207
20	311	SAN JUSTO	SAN PEDRO	205
16	237B	RIO SEGUNDO	PUEBLO LUDUEÑA	205
4	51A	CRUZ DEL EJE	SANTA ANA	205
21	317	SANTA MARIA	BAJO CHICO	204
5	58	GENERAL ROCA	BRUZONE	201
25	360B	TULUMBA	LA TOMA	200
3	31B	COLON	VILLA CERRO AZUL	199
14	221	RIO PRIMERO	EL ALCALDE	199
13	160A	RIO CUARTO	LA CAROLINA	197
21	329	SANTA MARIA	SAN CLEMENTE	190
7	91C	ISCHILIN	VILLA GUTIERREZ	189
2	18A	CALAMUCHITA	LUTTI	189
20	295A	SAN JUSTO	TORO PUJIO	187
20	287	SAN JUSTO	DOS HERMANOS	180
14	217	RIO PRIMERO	QUEBRACHO	177
4	54A	CRUZ DEL EJE	CANTERAS QUILPO	176
21	322	SANTA MARIA	COSME	176
20	286	SAN JUSTO	DIEZ DE JULIO	175
15	227C	RIO SECO	CHAÑAR VIEJO	172
